SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR651049		B73		1	True	13399149	100
SRR651050		B73		2	True	14152930	100
SRR651051		B73		3	True	19270220	100
SRR651052		B97		1	True	13884840	100
SRR651053		CML103		1	True	17172512	100
SRR651054		CML228		1	True	13453936	100
SRR651055		CML247		1	True	14714190	100
SRR651056		CML277		1	True	16421326	100
SRR651057		CML322		1	True	12775245	100
SRR651058		CML333		1	True	16630744	100
SRR651059		CML52		1	True	16817165	100
SRR651060		Hp301		1	True	16861363	100
SRR651061		Il14h		1	True	12653042	100
SRR651062		Ki11		1	True	15273635	100
SRR651063		Ki11		2	True	11271601	100
SRR651064		Ki11		3	True	12018859	100
SRR651065		Ki3		1	True	14579133	100
SRR651066		M162w		1	True	16162782	100
SRR651067		M37w		1	True	17770712	100
SRR651068		M37w		2	True	16078002	100
SRR651069		Mo17		1	True	15801487	100
SRR651070		Mo17		2	True	17745280	100
SRR651071		Mo17		3	True	14336816	100
SRR651072		Mo18w		1	True	10285877	100
SRR651073		MS71		1	True	22338440	100
SRR651074		MS71		2	True	14688550	100
SRR651075		MS71		3	True	13968336	100
SRR651076		NC358		1	True	13260113	100
SRR651077		Oh43		1	True	11766590	100
SRR651078		Oh43		2	True	14922276	100
SRR651079		Oh43		3	True	18200539	100
SRR651080		Oh7b		1	True	22855866	100
SRR651081		P39		1	True	21748449	100
SRR651082		Tx303		1	True	17474393	100
SRR651083		Tzi8		1	True	16202133	100
SRR651084		W22		1	True	11254201	100
SRR766776		B97		2	True	24503625	100
SRR766777		B97		3	True	25796328	100
SRR767675		CML103		2	True	20322950	100
SRR767678		Hp301		2	True	23492306	100
SRR767679		Hp301		3	True	25001232	100
SRR767680		Ky21		1	True	26260623	100
SRR767682		M37w		3	True	26066928	100
SRR767683		MR01		1	True	33293971	100
SRR767684		MR02		1	True	22701337	100
SRR767685		MR10		1	True	30073450	100
SRR767686		MR18		1	True	31043442	100
SRR767687		MR20		1	True	32141650	100
SRR767688		MR22		1	True	30555562	100
SRR767689		MR25		1	True	31394449	100
SRR767690		Oh7b		2	True	26354947	100
SRR767691		Oh7b		3	True	27042424	100
SRR767692		TIL01		1	True	32746000	100
SRR767693		TIL06		1	True	33196714	100
SRR767694		TIL07		1	True	30048309	100
SRR767695		TIL09		1	True	34970995	100
SRR767696		TIL11		1	True	22214335	100
SRR767697		TIL14		1	True	21011623	100
SRR767698		TIL15		1	True	21884742	100
SRR767699		TIL16		1	True	24542055	100
SRR767700		TIL17		1	True	20940234	100
SRR767701		Tx303		2	True	26313196	100
SRR767702		Tx303		3	True	25230109	100
SRR767703		W64A		1	True	22014734	100
SRR767705		MR19		1	True	29427624	100
SRR767708		MR14		1	True	21719977	100
SRR767709		MR09		1	True	40668557	100
SRR767712		CML333		2	True	26377363	100
SRR767716		CML322		2	True	23053240	100
SRR767717		CML322		3	True	19471126	100
SRR767718		CML333		3	True	22182621	100
SRR767719		CML133		1	True	10108029	100
SRR767720		CML192		1	True	10236500	100
SRR767721		CML202		1	True	11140488	100
SRR767722		CML206		1	True	8787540	100
SRR767724		CML330		1	True	10488563	100
SRR767725		CML411		1	True	9508841	100
SRR767726		CML418		1	True	11665987	100
SRR767727		CML479		1	True	11395981	100
SRR767728		CML504		1	True	21361420	100
SRR767729		CML505		1	True	9919395	100
SRR767730		CML511		1	True	13937009	100
SRR767731		CML69		1	True	10055914	100
SRR767732		CML84		1	True	11429651	100
SRR767733		CML85		1	True	9299152	100
SRR767735		CML96		1	True	11902903	100
SRR767736		CML99		1	True	10235613	100
SRR767742		CML103		3	True	22059820	100
