srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR2043190,B73-con-1,SRX1039070,FALSE,8085432,0,88,B73-con-1,"B73, control, biological replicate 1",Zea mays Transcriptome or Gene expression,B73-con-1,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043393,Mo17xB73-drought-4,SRX1041472,FALSE,30966840,0,91,Mo17xB73-drought-4,"Mo17xB73, drought treatment by PEG, biological replicate 4",Zea mays Transcriptome or Gene expression,Mo17xB73-drought-4,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043392,Mo17xB73-drought-3,SRX1041471,FALSE,10448405,0,89,Mo17xB73-drought-3,"Mo17xB73, drought treatment by PEG, biological replicate 3",Zea mays Transcriptome or Gene expression,Mo17xB73-drought-3,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043391,Mo17xB73-drought-2,SRX1041470,FALSE,24501823,0,90,Mo17xB73-drought-2,"Mo17xB73, drought treatment by PEG, biological replicate 2",Zea mays Transcriptome or Gene expression,Mo17xB73-drought-2,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043390,Mo17xB73-drought-1,SRX1041468,FALSE,19716300,0,89,Mo17xB73-drought-1,"Mo17xB73, drought treatment by PEG, biological replicate 1",Zea mays Transcriptome or Gene expression,Mo17xB73-drought-1,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043389,Mo17xB73-con-4,SRX1041467,FALSE,16845158,0,89,Mo17xB73-con-4,"Mo17xB73, control, biological replicate 4",Zea mays Transcriptome or Gene expression,Mo17xB73-con-4,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043387,Mo17xB73-con-3,SRX1041466,FALSE,36593846,0,91,Mo17xB73-con-3,"Mo17xB73, control, biological replicate 3",Zea mays Transcriptome or Gene expression,Mo17xB73-con-3,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043388,Mo17xB73-con-2,SRX1041465,FALSE,23173809,0,92,Mo17xB73-con-2,"Mo17xB73, control, biological replicate 2",Zea mays Transcriptome or Gene expression,Mo17xB73-con-2,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043386,Mo17xB73-con-1,SRX1041464,FALSE,24528086,0,90,Mo17xB73-con-1,"Mo17xB73, control, biological replicate 1",Zea mays Transcriptome or Gene expression,Mo17xB73-con-1,,,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR2043384,B73xMo17-drought-4,SRX1041463,FALSE,36086599,0,91,B73xMo17-drought-4,"B73xMo17, drought treatment by PEG, biological replicate 4",Zea mays Transcriptome or Gene expression,B73xMo17-drought-4,,,PCR,TRANSCRIPTOMIC,RNA-Seq
