srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR1753951,exp223_mais_A632_TTCAGC_L5,SRX839404,TRUE,250646395,250646395,200,A632 Zea mays resequencing - A library,A632 Zea mays resequencing - A library,,Zea mays subsp. mays Genome sequencing,A632,,Mais-A632_a_library,size fractionation,GENOMIC,WGS
SRR1754717,exp283_mais-HP301_GCCAAT_L8,SRX840083,TRUE,20733441,20733441,200,HP301 Zea mays resequencing - C library,HP301 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,HP301,,Mais-HP301_c_library,size fractionation,GENOMIC,WGA
SRR1757040,exp293_mais-HP301_GCCAAT,SRX840083,TRUE,15059855,15059855,200,HP301 Zea mays resequencing - C library,HP301 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,HP301,,Mais-HP301_c_library,size fractionation,GENOMIC,WGA
SRR1781578,exp293_mais-HP301_GCCAAT_L3,SRX840083,TRUE,20111631,20111631,200,HP301 Zea mays resequencing - C library,HP301 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,HP301,,Mais-HP301_c_library,size fractionation,GENOMIC,WGA
SRR1781579,exp293_mais-HP301_GCCAAT_L4,SRX840083,TRUE,23406554,23406554,200,HP301 Zea mays resequencing - C library,HP301 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,HP301,,Mais-HP301_c_library,size fractionation,GENOMIC,WGA
SRR1757042,exp283_mais-F7_CTTGTA_L8,SRX840085,TRUE,16675865,16675865,200,F7 Zea mays resequencing - C library,F7 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,F7,,Mais-F7_c_library,size fractionation,GENOMIC,WGA
SRR1757044,exp293_mais-F7_CTTGTA,SRX840085,TRUE,12054914,12054914,200,F7 Zea mays resequencing - C library,F7 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,F7,,Mais-F7_c_library,size fractionation,GENOMIC,WGA
SRR1781574,exp293_mais-F7_CTTGTA_L3,SRX840085,TRUE,16008049,16008049,200,F7 Zea mays resequencing - C library,F7 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,F7,,Mais-F7_c_library,size fractionation,GENOMIC,WGA
SRR1781575,exp293_mais-F7_CTTGTA_L4,SRX840085,TRUE,18645983,18645983,200,F7 Zea mays resequencing - C library,F7 Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,F7,,Mais-F7_c_library,size fractionation,GENOMIC,WGA
SRR1757041,exp223_mais-F7_AAGACG_L7,SRX840084,TRUE,120581006,120581006,200,F7 Zea mays resequencing - A library,F7 Zea mays resequencing - A library,,Zea mays subsp. mays Genome sequencing,F7,,Mais-F7_a_library,size fractionation,GENOMIC,WGS
SRR1754716,exp223_mais-HP301_GGATGT_L8,SRX840082,TRUE,236515722,236515722,200,HP301 Zea mays resequencing - A library,HP301 Zea mays resequencing - A library,,Zea mays subsp. mays Genome sequencing,HP301,,Mais-HP301_a_library,size fractionation,GENOMIC,WGS
SRR1754712,exp283_mais-H99_ACAGTG_L8,SRX840081,TRUE,19869632,19869632,200,H99 Zea mays resequencing - H library,H99 Zea mays resequencing - H library,,Zea mays subsp. mays Genome sequencing,H99,,Mais-H99_h_library,size fractionation,GENOMIC,WGA
SRR1754713,exp293_mais-H99_ACAGTG_L2,SRX840081,TRUE,13984393,13984393,200,H99 Zea mays resequencing - H library,H99 Zea mays resequencing - H library,,Zea mays subsp. mays Genome sequencing,H99,,Mais-H99_h_library,size fractionation,GENOMIC,WGA
SRR1781581,exp293_mais-H99_ACAGTG_L3,SRX840081,TRUE,18755536,18755536,200,H99 Zea mays resequencing - H library,H99 Zea mays resequencing - H library,,Zea mays subsp. mays Genome sequencing,H99,,Mais-H99_h_library,size fractionation,GENOMIC,WGA
SRR1781582,exp293_mais-H99_ACAGTG_L4,SRX840081,TRUE,21809109,21809109,200,H99 Zea mays resequencing - H library,H99 Zea mays resequencing - H library,,Zea mays subsp. mays Genome sequencing,H99,,Mais-H99_h_library,size fractionation,GENOMIC,WGA
SRR1754711,exp214_mais-H99_TTCGCT_L6,SRX839603,TRUE,185921657,185921657,200,H99 Zea mays resequencing - B library,H99 Zea mays resequencing - B library,,Zea mays subsp. mays Genome sequencing,H99,,Mais-H99_b_library,size fractionation,GENOMIC,WGS
SRR1754232,exp283_mais-W153R_CAGATC_L8,SRX839602,TRUE,17454945,17454945,200,W153R Zea mays resequencing - C library,W153R Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,W153R,,Mais-W153R_c_library,size fractionation,GENOMIC,WGA
SRR1754233,exp293_mais-W153R_CAGATC,SRX839602,TRUE,13440378,13440378,200,W153R Zea mays resequencing - C library,W153R Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,W153R,,Mais-W153R_c_library,size fractionation,GENOMIC,WGA
SRR1781593,exp293_mais-W153R_CAGATC_L3,SRX839602,TRUE,16854134,16854134,200,W153R Zea mays resequencing - C library,W153R Zea mays resequencing - C library,,Zea mays subsp. mays Genome sequencing,W153R,,Mais-W153R_c_library,size fractionation,GENOMIC,WGA
