srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR6827826,8373.6.99667.CACTCA.fastq.gz,SRX3784071,TRUE,13178687,13178687,300,ZWHG,BSSSC0_058 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,BSSSC0_058,,ZWHG,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827827,10347.6.157930.TCCGGAG-GTACTGA.fastq.gz,SRX3784070,TRUE,27654873,27654873,302,AYOYP,LH188 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,LH188,,AYOYP,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827828,10347.7.157937.CTGAAGC-CAGGACG.fastq.gz,SRX3784069,TRUE,26391409,26391409,302,AYPBN,PHW06 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHW06,,AYPBN,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827829,10347.6.157930.CTGAAGC-CCTATCC.fastq.gz,SRX3784068,TRUE,24416255,24416255,302,AYPBA,PHEW7 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHEW7,,AYPBA,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827830,10347.6.157930.CTGAAGC-GGCTCTG.fastq.gz,SRX3784067,TRUE,22179431,22179431,302,AYPBC,ND287 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,ND287,,AYPBC,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827831,10347.7.157937.TAATGCG-ATAGAGG.fastq.gz,SRX3784066,TRUE,25726768,25726768,302,AYPBS,PHT11 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHT11,,AYPBS,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827832,10347.7.157937.TAATGCG-TATAGCC.fastq.gz,SRX3784065,TRUE,25990231,25990231,302,AYPBP,PHFA5 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHFA5,,AYPBP,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827833,10347.7.157937.CTGAAGC-TAATCTT.fastq.gz,SRX3784064,TRUE,27091751,27091751,302,AYPBH,PHR61 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHR61,,AYPBH,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827834,10347.7.157937.CTGAAGC-TATAGCC.fastq.gz,SRX3784063,TRUE,25030013,25030013,302,AYPAY,PHP38 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHP38,,AYPAY,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827835,10347.7.157937.TCCGGAG-ATAGAGG.fastq.gz,SRX3784062,TRUE,28067840,28067840,302,AYPGH,PHMK0 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHMK0,,AYPGH,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827836,10347.8.157944.TAATGCG-AGGCGAA.fastq.gz,SRX3784061,TRUE,26408849,26408849,302,AYPBW,LH231 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,LH231,,AYPBW,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827837,8373.6.99667.CGTACG.fastq.gz,SRX3784060,TRUE,15863670,15863670,300,ZWGP,BSSSC0_049 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,BSSSC0_049,,ZWGP,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827838,8373.6.99667.GGTAGC.fastq.gz,SRX3784059,TRUE,12991793,12991793,300,ZWGT,PHJR5 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHJR5,,ZWGT,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827839,10332.1.157014.TCCGGAG-CAGGACG.fastq.gz,SRX3784058,TRUE,12204370,12204370,302,AYOPH,A344 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,A344,,AYOPH,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827840,10332.1.157014.TAATGCG-TAATCTT.fastq.gz,SRX3784057,TRUE,17946792,17946792,302,AYOUW,PHG71 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHG71,,AYOUW,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827841,10328.7.157121.TCCGGAG-ATAGAGG.fastq.gz,SRX3784056,TRUE,31843973,31843973,302,AYOXY,DKMM501D whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,DKMM501D,,AYOXY,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827842,10328.7.157121.TAATGCG-TATAGCC.fastq.gz,SRX3784055,TRUE,31158309,31158309,302,AYOUN,NQ402 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,NQ402,,AYOUN,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827843,10328.7.157121.TAATGCG-CCTATCC.fastq.gz,SRX3784054,TRUE,26528822,26528822,302,AYOUP,OS602 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,OS602,,AYOUP,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827844,10328.7.157121.TAATGCG-ATAGAGG.fastq.gz,SRX3784053,TRUE,33864349,33864349,302,AYOUO,OQ603 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,OQ603,,AYOUO,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR6827845,10332.1.157014.TAATGCG-GTACTGA.fastq.gz,SRX3784052,TRUE,14522480,14522480,302,AYOUY,PHHH9 whole seedlings including roots at V1 stage,Whole seedling transcriptome data from a set of diverse Zea mays inbred lines - WiDiv2.0,PHHH9,,AYOUY,RANDOM,TRANSCRIPTOMIC,RNA-Seq
