srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR445657,Tzi8-tassel,SRX129815,TRUE,24212117,24212117,202,Tzi8-tassel,Zea mays ssp. mays L. Tzi8 immature tassel RNA-Seq,The Zeanome,Tzi8 RNA-Seq (NSF-CNV),,Tzi8-tassel,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445656,Tzi8-shoot,SRX129814,TRUE,24917876,24917876,202,Tzi8-shoot,Zea mays ssp. mays L. Tzi8 seedling shoot RNA-Seq,The Zeanome,Tzi8 RNA-Seq (NSF-CNV),,Tzi8-shoot,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445655,Tzi8-root,SRX129813,TRUE,22374994,22374994,202,Tzi8-root,Zea mays ssp. mays L. Tzi8 seedling root RNA-Seq,The Zeanome,Tzi8 RNA-Seq (NSF-CNV),,Tzi8-root,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445654,Tzi8-ear,SRX129812,TRUE,25173205,25173205,202,Tzi8-ear,"Zea mays ssp. mays L. Tzi8 immature, unpollinated ear tip RNA-Seq",The Zeanome,Tzi8 RNA-Seq (NSF-CNV),,Tzi8-ear,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445653,Tx303-tassel,SRX129811,TRUE,22190496,22190496,202,Tx303-tassel,Zea mays ssp. mays L. immature tassel Tassel RNA-Seq,The Zeanome,Tx303 RNA-Seq (NSF-CNV),,Tx303-tassel,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445652,Tx303-shoot,SRX129810,TRUE,27337955,27337955,202,Tx303-shoot,Zea mays ssp. mays L. Tx303 seedling shoot RNA-Seq,The Zeanome,Tx303 RNA-Seq (NSF-CNV),,Tx303-shoot,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445651,Tx303-root,SRX129809,TRUE,21464884,21464884,202,Tx303-root,Zea mays ssp. mays L. Tx303 seedling root RNA-Seq,The Zeanome,Tx303 RNA-Seq (NSF-CNV),,Tx303-root,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445650,Tx303-ear,SRX129808,TRUE,24990568,24990568,202,Tx303-ear,"Zea mays ssp. mays L. Tx303 immature, unpollinated ear tip RNA-Seq",The Zeanome,Tx303 RNA-Seq (NSF-CNV),,Tx303-ear,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445649,P39-tassel,SRX129807,TRUE,24928695,24928695,202,P39-tassel,Zea mays ssp. mays L. P39 immature tassel RNA-Seq,The Zeanome,P39 RNA-Seq (NSF-CNV),,P39-tassel,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445648,P39-shoot,SRX129806,TRUE,21994972,21994972,202,P39-shoot,Zea mays ssp. mays L. P39 seedling shoot RNA-Seq,The Zeanome,P39 RNA-Seq (NSF-CNV),,P39-shoot,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445647,P39-root,SRX129805,TRUE,24201263,24201263,202,P39-root,Zea mays ssp. mays L. P39 seedling root RNA-Seq,The Zeanome,P39 RNA-Seq (NSF-CNV),,P39-root,PCR,TRANSCRIPTOMIC,RNA-Seq
SRR445646,P39-ear,SRX129804,TRUE,26768746,26768746,202,P39-ear,"Zea mays ssp. mays L. P39 immature, unpollinated ear tip RNA-Seq",The Zeanome,P39 RNA-Seq (NSF-CNV),,P39-ear,PCR,TRANSCRIPTOMIC,RNA-Seq
