srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR6176025,CIMBL152.R2.clean.fastq.gz,SRX3287091,TRUE,17858365,17858365,250,178,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL152,,178,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176026,GY1007.R1.clean.fastq.gz,SRX3287090,TRUE,13390936,13390936,250,37,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GY1007,,37,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176027,GL178.R1.clean.fastq.gz,SRX3287089,TRUE,17968132,17968132,250,347,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GL178,,347,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176028,GEMS66.R1.clean.fastq.gz,SRX3287088,TRUE,3919370,3919370,250,28,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS66,,28,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176029,GEMS65.R2.clean.fastq.gz,SRX3287087,TRUE,15216311,15216311,250,89,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS65,,89,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176030,GEMS9.R1.clean.fastq.gz,SRX3287086,TRUE,18458052,18458052,250,283,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS9,,283,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176031,GEMS6.R2.clean.fastq.gz,SRX3287085,TRUE,29956753,29956753,250,245,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS6,,245,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176032,GEMS62.R2.clean.fastq.gz,SRX3287084,TRUE,20543061,20543061,250,29,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS62,,29,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176033,GEMS61.R2.clean.fastq.gz,SRX3287083,TRUE,15577216,15577216,250,291,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS61,,291,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176034,GEMS64.R1.clean.fastq.gz,SRX3287082,TRUE,14122125,14122125,250,337,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS64,,337,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176035,GEMS63.R1.clean.fastq.gz,SRX3287081,TRUE,17090041,17090041,250,61,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GEMS63,,61,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176036,ZHENG30.R1.clean.fastq.gz,SRX3287080,TRUE,17628283,17628283,250,215,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,ZHENG30,,215,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176037,CIMBL96.R1.clean.fastq.gz,SRX3287079,TRUE,19653677,19653677,250,170,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL96,,170,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176038,CIMBL98.R2.clean.fastq.gz,SRX3287078,TRUE,17841122,17841122,250,136,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL98,,136,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176039,CIMBL40.R1.clean.fastq.gz,SRX3287077,TRUE,16814575,16814575,250,158,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL40,,158,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176040,CIMBL90.R2.clean.fastq.gz,SRX3287076,TRUE,15829339,15829339,250,159,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL90,,159,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176041,CIMBL91.R1.clean.fastq.gz,SRX3287075,TRUE,20347311,20347311,250,49,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL91,,49,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176042,CIMBL88.R1.clean.fastq.gz,SRX3287074,TRUE,15846077,15846077,250,47,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL88,,47,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176043,CIMBL89.R2.clean.fastq.gz,SRX3287073,TRUE,18511852,18511852,250,187,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL89,,187,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176044,CIMBL94.R1.clean.fastq.gz,SRX3287072,TRUE,20039273,20039273,250,50,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL94,,50,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176045,CIMBL95.R1.clean.fastq.gz,SRX3287071,TRUE,19358253,19358253,250,166,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL95,,166,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176046,CIMBL92.R1.clean.fastq.gz,SRX3287070,TRUE,17170330,17170330,250,67,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL92,,67,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176047,CIMBL93.R1.clean.fastq.gz,SRX3287069,TRUE,13246343,13246343,250,209,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL93,,209,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176048,YE478.R1.clean.fastq.gz,SRX3287068,TRUE,38092763,38092763,250,329,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,YE478,,329,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176049,CIMBL122.R2.clean.fastq.gz,SRX3287067,TRUE,17769252,17769252,250,42,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL122,,42,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176050,CIMBL123.R1.clean.fastq.gz,SRX3287066,TRUE,16240975,16240975,250,180,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL123,,180,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176051,Y2348.R1.clean.fastq.gz,SRX3287065,TRUE,19984753,19984753,250,341,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,Y2348,,341,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176052,CIMBL119.R1.clean.fastq.gz,SRX3287064,TRUE,21387299,21387299,250,165,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL119,,165,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176053,CIMBL11.R2.clean.fastq.gz,SRX3287063,TRUE,2124395,2124395,250,174,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL11,,174,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176054,CIMBL120.R1.clean.fastq.gz,SRX3287062,TRUE,17202563,17202563,250,56,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL120,,56,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176055,CIMBL121.R1.clean.fastq.gz,SRX3287061,TRUE,34756344,34756344,250,5,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL121,,5,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176056,CIMBL113.R1.clean.fastq.gz,SRX3287060,TRUE,17893094,17893094,250,150,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL113,,150,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176057,CIMBL114.R2.clean.fastq.gz,SRX3287059,TRUE,18973722,18973722,250,176,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL114,,176,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176058,ZHENG58.R1.clean.fastq.gz,SRX3287058,TRUE,16412202,16412202,250,320,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,ZHENG58,,320,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176059,CIMBL116.R1.clean.fastq.gz,SRX3287057,TRUE,18272628,18272628,250,356,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL116,,356,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176060,JI63.R1.clean.fastq.gz,SRX3287056,TRUE,3540049,3540049,250,2,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,JI63,,2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176061,JI846.R1.clean.fastq.gz,SRX3287055,TRUE,17854211,17854211,250,250,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,JI846,,250,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176062,U8112.R1.clean.fastq.gz,SRX3287054,TRUE,18510341,18510341,250,298,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,U8112,,298,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176063,GY386.R2.clean.fastq.gz,SRX3287053,TRUE,32983227,32983227,250,90,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GY386,,90,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176064,GY462.R2.clean.fastq.gz,SRX3287052,TRUE,14354275,14354275,250,276,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,GY462,,276,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176065,HUA83-2.R2.clean.fastq.gz,SRX3287051,TRUE,15053393,15053393,250,11,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,HUA83-2,,11,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176066,HYS.R1.clean.fastq.gz,SRX3287050,TRUE,3988831,3988831,250,13,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,HYS,,13,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176067,HZ4.R2.clean.fastq.gz,SRX3287049,TRUE,17692905,17692905,250,348,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,HZ4,,348,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176068,J4112.R1.clean.fastq.gz,SRX3287048,TRUE,16355908,16355908,250,98,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,J4112,,98,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176069,JH59.R2.clean.fastq.gz,SRX3287047,TRUE,19121099,19121099,250,287,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,JH59,,287,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176070,JH96C.R1.clean.fastq.gz,SRX3287046,TRUE,17527627,17527627,250,265,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,JH96C,,265,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176071,CIMBL86.R2.clean.fastq.gz,SRX3287045,TRUE,15561254,15561254,250,129,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL86,,129,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176072,CIMBL84.R1.clean.fastq.gz,SRX3287044,TRUE,19233982,19233982,250,130,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL84,,130,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176073,CIMBL43.R2.clean.fastq.gz,SRX3287043,TRUE,19731467,19731467,250,101,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL43,,101,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176074,CIMBL145.R1.clean.fastq.gz,SRX3287042,TRUE,22361081,22361081,250,142,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL145,,142,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176075,CIMBL75.R1.clean.fastq.gz,SRX3287041,TRUE,17186890,17186890,250,141,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL75,,141,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176076,CIMBL74.R1.clean.fastq.gz,SRX3287040,TRUE,4216754,4216754,250,121,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL74,,121,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176077,CIMBL79.R2.clean.fastq.gz,SRX3287039,TRUE,19109319,19109319,250,46,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL79,,46,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176078,CIMBL77.R2.clean.fastq.gz,SRX3287038,TRUE,29287035,29287035,250,200,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL77,,200,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
SRR6176079,CIMBL81.R2.clean.fastq.gz,SRX3287037,TRUE,18218272,18218272,250,107,eQTL analysis of 5 DAP maize kernel,Total mRNAs are accumulated using oligo(dT) before library construction,eQTL analysis of 5 DAP maize kernel,CIMBL81,,107,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
