srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR189762,ZMB_AC_RUN,SRX058598,FALSE,19781766,0,38,ZMB_AC_EXP,"Zea mays, B73 Preemergence tassel RNA-Seq (ZMB_AC)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AC,,ZMB_AC,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR393016,ZMB_AE_RUN2,SRX058600,FALSE,18552700,0,38,ZMB_AE_EXP,"Zea mays, B73 Postemergence tassel RNA-Seq (ZMB_AE)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AE,,ZMB_AE,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189774,ZMB_CA_RUN,SRX058609,FALSE,32709218,0,35,ZMB_CA_EXP,"Zea mays, B73 Leaves 20-day old seedling - growth chamber RNA-Seq (ZMB_CA)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_CA,,ZMB_CA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189773,ZMB_AO_RUN,SRX058608,FALSE,26418648,0,35,ZMB_AO_EXP,"Zea mays, B73 Seed 10 days after pollination RNA-Seq (ZMB_AO)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AO,,ZMB_AO,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189772,ZMB_AL_RUN,SRX058607,FALSE,18933801,0,35,ZMB_AL_EXP,"Zea mays, B73 Mature silk RNA-Seq (ZMB_AL)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AL,,ZMB_AL,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189771,ZMB_AK_RUN,SRX058606,FALSE,27922147,0,35,ZMB_AK_EXP,"Zea mays, B73 Pollen RNA-Seq (ZMB_AK)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AK,,ZMB_AK,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189770,ZMB_AJ_RUN,SRX058605,FALSE,29905169,0,35,ZMB_AJ_EXP,"Zea mays, B73 Ovule RNA-Seq (ZMB_AJ)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AJ,,ZMB_AJ,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189769,ZMB_AI_RUN,SRX058604,FALSE,27012847,0,35,ZMB_AI_EXP,"Zea mays, B73 Whole anthers RNA-Seq (ZMB_AI)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AI,,ZMB_AI,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189768,ZMB_AH_RUN,SRX058603,FALSE,23574401,0,40,ZMB_AH_EXP,"Zea mays, B73 Endosperm 25 days after pollination RNA-Seq (ZMB_AH)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AH,,ZMB_AH,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR393018,ZMB_AG_RUN2,SRX058602,FALSE,19890604,0,38,ZMB_AG_EXP,"Zea mays, B73 Embryo 25 days after pollination RNA-Seq (ZMB_AG)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AG,,ZMB_AG,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR393017,ZMB_AF_RUN2,SRX058601,FALSE,19173177,0,38,ZMB_AF_EXP,"Zea mays, B73 Seed 5 days after pollination RNA-Seq (ZMB_AF)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AF,,ZMB_AF,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189763,ZMB_AD_RUN,SRX058599,FALSE,18271450,0,38,ZMB_AD_EXP,"Zea mays, B73 Post-emergence cob RNA-Seq (ZMB_AD)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AD,,ZMB_AD,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189760,ZMB_AB_RUN,SRX058597,FALSE,18335228,0,38,ZMB_AB_EXP,"Zea mays, B73 Pre-emergence cob RNA-Seq (ZMB_AB)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AB,,ZMB_AB,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR189761,ZMB_AA_RUN,SRX058596,FALSE,17146213,0,38,ZMB_AA_EXP,"Zea mays, B73 Leaves 20-day old seedling - field RNA-Seq (ZMB_AA)",Zea mays subsp. mays Transcriptome or Gene expression,ZMB_S_AA,,ZMB_AA,cDNA,TRANSCRIPTOMIC,RNA-Seq
