srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR1626452,PP-48_RUN,SRX741923,FALSE,13178107,0,101,PP-48_EXP,Zea mays 30_DAP_NOPOL_LEAF_R2 (PP-48),Zea mays Transcriptome or Gene expression,PP-48_S,,PP-48,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1626427,PP-47_RUN,SRX741912,FALSE,11914387,0,101,PP-47_EXP,Zea mays 30_DAP_NOPOL_LEAF_R1 (PP-47),Zea mays Transcriptome or Gene expression,PP-47_S,,PP-47,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1626426,PP-38_RUN,SRX741909,FALSE,11507287,0,101,PP-38_EXP,Zea mays 24_DAP_POL_LEAF_R2 (PP-38),Zea mays Transcriptome or Gene expression,PP-38_S,,PP-38,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1626419,PP-16_RUN,SRX741898,FALSE,11236503,0,101,PP-16_EXP,Zea mays DAP_NOPOL_LEAF_R2 (PP-16),Zea mays Transcriptome or Gene expression,PP-16_S,,PP-16,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620949,SK045_RUN2,SRX739063,TRUE,7330018,7330018,202,SK045_EXP2,Zea mays V5_Tip_of_Stage_2_Leaf_R3 (SK045),Zea mays Transcriptome or Gene expression,SK045_S2,,SK045,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620948,SK044_RUN2,SRX739062,TRUE,7971305,7971305,202,SK044_EXP2,Zea mays V5_Tip_of_Stage_2_Leaf_R2 (SK044),Zea mays Transcriptome or Gene expression,SK044_S2,,SK044,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620947,SK043_RUN2,SRX739061,TRUE,7543760,7543760,202,SK043_EXP2,Zea mays V5_Tip_of_stage-2_Leaf_R1 (SK043),Zea mays Transcriptome or Gene expression,SK043_S2,,SK043,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620946,SK030_RUN2,SRX739060,TRUE,5994195,5994195,202,SK030_EXP2,Zea mays V3_Stem_and_SAM_R3 (SK030),Zea mays Transcriptome or Gene expression,SK030_S2,,SK030,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620945,SK029_RUN2,SRX739059,TRUE,8565875,8565875,202,SK029_EXP2,Zea mays V3_Stem_and_SAM_R2 (SK029),Zea mays Transcriptome or Gene expression,SK029_S2,,SK029,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620944,SK028_RUN2,SRX739058,TRUE,9807423,9807423,202,SK028_EXP2,Zea mays V3_Stem_and_SAM_R1 (SK028),Zea mays Transcriptome or Gene expression,SK028_S2,,SK028,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620943,SK009_RUN2,SRX739057,TRUE,9110302,9110302,202,SK009_EXP2,Zea mays 6DAS_GH_Primary_Root_R3 (SK009),Zea mays Transcriptome or Gene expression,SK009_S2,,SK009,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620942,SK008_RUN2,SRX739056,TRUE,8919415,8919415,202,SK008_EXP2,Zea mays 6DAS_GH_Primary_Root_R2 (SK008),Zea mays Transcriptome or Gene expression,SK008_S2,,SK008,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620941,SK007_RUN2,SRX739055,TRUE,12353295,12353295,202,SK007_EXP2,Zea mays 6DAS_GH_Primary_Root_R1 (SK007),Zea mays Transcriptome or Gene expression,SK007_S2,,SK007,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620913,PP_9_RUN,SRX739761,TRUE,7121763,7121763,202,PP_9_EXP,Zea mays 6_POL_INT_R1 (PP_9),Zea mays Transcriptome or Gene expression,PP_9_S,,PP_9,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620950,SK151_RUN2,SRX739065,TRUE,9582408,9582408,202,SK151_EXP2,Zea mays 18DAP_Pericarp_R1 (SK151),Zea mays Transcriptome or Gene expression,SK151_S,,SK151,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621019,SS-78_RUN,SRX739053,TRUE,11322911,11322911,202,SS-78_EXP,Zea mays CrownRoot_Node5_V7_R2 (SS-78),Zea mays Transcriptome or Gene expression,SS-78_S,,SS-78,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621018,SS-77_RUN,SRX739052,TRUE,8933322,8933322,202,SS-77_EXP,Zea mays CrownRoot_Node5_V13_R2 (SS-77),Zea mays Transcriptome or Gene expression,SS-77_S,,SS-77,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621017,SS-76_RUN,SRX739051,TRUE,12995401,12995401,202,SS-76_EXP,Zea mays BraceRoot_Node6_abvgrnd_V13_R3 (SS-76),Zea mays Transcriptome or Gene expression,SS-76_S,,SS-76,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621016,SS-75_RUN,SRX739050,TRUE,32719086,32719086,202,SS-75_EXP,Zea mays CrownRoot_Node5_V13_R3 (SS-75),Zea mays Transcriptome or Gene expression,SS-75_S,,SS-75,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621015,SS-74_RUN2,SRX739049,TRUE,5143150,5143150,202,SS-74_EXP2,Zea mays BraceRoot_Node6_abvgrnd_V13_R2 (SS-74),Zea mays Transcriptome or Gene expression,SS-74_S,,SS-74,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621014,SS-74_RUN,SRX739048,TRUE,2355744,2355744,202,SS-74_EXP,Zea mays BraceRoot_Node6_abvgrnd_V13_R2 (SS-74),Zea mays Transcriptome or Gene expression,SS-74_S,,SS-74,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1621013,SS-73_RUN2,SRX739047,TRUE,2842013,2842013,202,SS-73_EXP2,Zea mays CrownRoot_Node4_V7_R3 (SS-73),Zea mays Transcriptome or Gene expression,SS-73_S,,SS-73,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620992,SS-73_RUN,SRX739046,TRUE,4433906,4433906,202,SS-73_EXP,Zea mays CrownRoot_Node4_V7_R3 (SS-73),Zea mays Transcriptome or Gene expression,SS-73_S,,SS-73,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620991,SS-71_RUN2,SRX739045,TRUE,5572405,5572405,202,SS-71_EXP2,Zea mays CrownRoot_Nodes_1-3__V7_R3 (SS-71),Zea mays Transcriptome or Gene expression,SS-71_S,,SS-71,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620990,SS-71_RUN,SRX739044,TRUE,3720019,3720019,202,SS-71_EXP,Zea mays CrownRoot_Nodes_1-3__V7_R3 (SS-71),Zea mays Transcriptome or Gene expression,SS-71_S,,SS-71,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620989,SS-70_RUN,SRX739043,TRUE,19444449,19444449,202,SS-70_EXP,Zea mays CrownRoot_Nodes_1-3__V7_R1 (SS-70),Zea mays Transcriptome or Gene expression,SS-70_S,,SS-70,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620988,SS-69_RUN,SRX739042,TRUE,23381826,23381826,202,SS-69_EXP,Zea mays BraceRoot_Node6_abvgrnd_V13_R1 (SS-69),Zea mays Transcriptome or Gene expression,SS-69_S,,SS-69,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620987,SS-68_RUN,SRX739041,TRUE,8549104,8549104,202,SS-68_EXP,Zea mays CrownRoot_Node5_V13_R1 (SS-68),Zea mays Transcriptome or Gene expression,SS-68_S,,SS-68,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620977,SS-66_RUN2,SRX739040,TRUE,19641779,19641779,202,SS-66_EXP2,Zea mays CrownRoot_Node4_V7_R2 (SS-66),Zea mays Transcriptome or Gene expression,SS-66_S,,SS-66,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620976,SS-66_RUN,SRX739039,TRUE,4176938,4176938,202,SS-66_EXP,Zea mays CrownRoot_Node4_V7_R2 (SS-66),Zea mays Transcriptome or Gene expression,SS-66_S,,SS-66,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR1620975,SS-65_RUN,SRX739038,TRUE,16555706,16555706,202,SS-65_EXP,Zea mays CrownRoot_Node4_V7_R1 (SS-65),Zea mays Transcriptome or Gene expression,SS-65_S,,SS-65,cDNA,TRANSCRIPTOMIC,RNA-Seq
