srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR448012,CAUZHENG58_CORLJSD3AADIBAPE_5,SRX131349,TRUE,10000000,10000000,136,Maize_HapMap2_exp_CAUZHENG58_CORLJSD3AADIBAPE_5,Whole genome sequencing of Z. mays ssp. mays inbred line CAUZHENG58,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAUZHENG58,,CAUZHENG58_library,RANDOM,GENOMIC,WGS
SRR448010,CAUZHENG58_CORLJSD3AADIBAPE_1,SRX131347,TRUE,10000000,10000000,91,Maize_HapMap2_exp_CAUZHENG58_CORLJSD3AADIBAPE_1,Whole genome sequencing of Z. mays ssp. mays inbred line CAUZHENG58,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAUZHENG58,,CAUZHENG58_library,RANDOM,GENOMIC,WGS
SRR447872,CAU5003_CORLJSD3ADDIAAPE_2,SRX131209,TRUE,10000000,10000000,99,Maize_HapMap2_exp_CAU5003_CORLJSD3ADDIAAPE_2,Whole genome sequencing of Z. mays ssp. mays inbred line CAU5003,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAU5003,,CAU5003_library,RANDOM,GENOMIC,WGS
SRR448030,CAU178_CORLJSD3ACDIAAPE_1,SRX131367,TRUE,10000000,10000000,102,Maize_HapMap2_exp_CAU178_CORLJSD3ACDIAAPE_1,Whole genome sequencing of Z. mays ssp. mays inbred line CAU178,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAU178,,CAU178_library,RANDOM,GENOMIC,WGS
SRR448029,CAU178_CORLJSD3ACDIAAPE_5,SRX131366,TRUE,10000000,10000000,143,Maize_HapMap2_exp_CAU178_CORLJSD3ACDIAAPE_5,Whole genome sequencing of Z. mays ssp. mays inbred line CAU178,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAU178,,CAU178_library,RANDOM,GENOMIC,WGS
SRR448023,CAU178_CORLJSD3ACDIBAPE_2,SRX131360,TRUE,10000000,10000000,129,Maize_HapMap2_exp_CAU178_CORLJSD3ACDIBAPE_2,Whole genome sequencing of Z. mays ssp. mays inbred line CAU178,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAU178,,CAU178_library,RANDOM,GENOMIC,WGS
SRR448019,CAUZHENG58_CORLJSD3AADIAAPE_1,SRX131356,TRUE,10000000,10000000,107,Maize_HapMap2_exp_CAUZHENG58_CORLJSD3AADIAAPE_1,Whole genome sequencing of Z. mays ssp. mays inbred line CAUZHENG58,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAUZHENG58,,CAUZHENG58_library,RANDOM,GENOMIC,WGS
SRR447968,CAUMO17_CORLJSD2AADCAAPE-1_1,SRX131305,TRUE,10000000,10000000,120,Maize_HapMap2_exp_CAUMO17_CORLJSD2AADCAAPE-1_1,Whole genome sequencing of Z. mays ssp. mays inbred line CAUMO17,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAUMO17,,CAUMO17_library,RANDOM,GENOMIC,WGS
SRR447913,CAUCHANG72_CORLJSD3ABDIAAPE_1,SRX131250,TRUE,10000000,10000000,101,Maize_HapMap2_exp_CAUCHANG72_CORLJSD3ABDIAAPE_1,Whole genome sequencing of Z. mays ssp. mays inbred line CAUCHANG72,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAUCHANG72,,CAUCHANG72_library,RANDOM,GENOMIC,WGS
SRR447910,CAUCHANG72_CORLJSD3ABDIBAPE_1,SRX131247,TRUE,10000000,10000000,99,Maize_HapMap2_exp_CAUCHANG72_CORLJSD3ABDIBAPE_1,Whole genome sequencing of Z. mays ssp. mays inbred line CAUCHANG72,Capturing Extant Variation from a Genome in Flux: Maize HapMap II,CAUCHANG72,,CAUCHANG72_library,RANDOM,GENOMIC,WGS
