srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR6830293,GSM3039855_r1,SRX3786375,FALSE,27640102,0,75,GSM3039855,GSM3039855: GST-HALO DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039855,,,other,GENOMIC,OTHER
SRR6830292,GSM3039854_r1,SRX3786374,FALSE,12949888,0,75,GSM3039854,GSM3039854: ZmARF7 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039854,,,other,GENOMIC,OTHER
SRR6830291,GSM3039853_r1,SRX3786373,FALSE,13082237,0,75,GSM3039853,GSM3039853: ZmARF36 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039853,,,other,GENOMIC,OTHER
SRR6830290,GSM3039852_r1,SRX3786372,FALSE,18838361,0,75,GSM3039852,GSM3039852: ZmARF39 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039852,,,other,GENOMIC,OTHER
SRR6830289,GSM3039851_r1,SRX3786371,FALSE,14410671,0,75,GSM3039851,GSM3039851: ZmARF25 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039851,,,other,GENOMIC,OTHER
SRR6830288,GSM3039850_r1,SRX3786370,FALSE,14159612,0,75,GSM3039850,GSM3039850: ZmARF14 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039850,,,other,GENOMIC,OTHER
SRR6830287,GSM3039849_r1,SRX3786369,FALSE,24930195,0,76,GSM3039849,GSM3039849: ZmARF13 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039849,,,other,GENOMIC,OTHER
SRR6830286,GSM3039848_r1,SRX3786368,FALSE,18121991,0,76,GSM3039848,GSM3039848: ZmARF10 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039848,,,other,GENOMIC,OTHER
SRR6830285,GSM3039847_r1,SRX3786367,FALSE,25473798,0,76,GSM3039847,GSM3039847: ZmARF29 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039847,,,other,GENOMIC,OTHER
SRR6830284,GSM3039846_r1,SRX3786366,FALSE,20233070,0,76,GSM3039846,GSM3039846: ZmARF4 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039846,,,other,GENOMIC,OTHER
SRR6830283,GSM3039845_r1,SRX3786365,FALSE,48659869,0,75,GSM3039845,GSM3039845: ZmARF27 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039845,,,other,GENOMIC,OTHER
SRR6830282,GSM3039844_r1,SRX3786364,FALSE,40294472,0,75,GSM3039844,GSM3039844: ZmARF35 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039844,,,other,GENOMIC,OTHER
SRR6830281,GSM3039843_r1,SRX3786363,FALSE,28371502,0,76,GSM3039843,GSM3039843: ZmARF18 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039843,,,other,GENOMIC,OTHER
SRR6830280,GSM3039842_r1,SRX3786362,FALSE,28551131,0,76,GSM3039842,GSM3039842: ZmARF16 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039842,,,other,GENOMIC,OTHER
SRR6830279,GSM3039841_r1,SRX3786361,FALSE,40746798,0,75,GSM3039841,GSM3039841: ZmARF34 DAP-seq; Zea mays; OTHER,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [DAP-seq],GSM3039841,,,other,GENOMIC,OTHER
SRR6830132,GSM3039794_r1,SRX3786214,FALSE,29089413,0,75,GSM3039794,GSM3039794: seedlingB73_plusIAA_30min_rep3; Zea mays; RNA-Seq,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [RNA-seq],GSM3039794,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6830131,GSM3039793_r1,SRX3786213,FALSE,26081245,0,75,GSM3039793,GSM3039793: seedlingB73_plusIAA_30min_rep2; Zea mays; RNA-Seq,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [RNA-seq],GSM3039793,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6830130,GSM3039792_r1,SRX3786212,FALSE,30803221,0,75,GSM3039792,GSM3039792: seedlingB73_plusIAA_30min_rep1; Zea mays; RNA-Seq,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [RNA-seq],GSM3039792,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6830129,GSM3039791_r1,SRX3786211,FALSE,21070087,0,75,GSM3039791,GSM3039791: seedlingB73_noIAA_30min_rep3; Zea mays; RNA-Seq,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [RNA-seq],GSM3039791,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6830128,GSM3039790_r1,SRX3786210,FALSE,25159447,0,75,GSM3039790,GSM3039790: seedlingB73_noIAA_30min_rep2; Zea mays; RNA-Seq,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [RNA-seq],GSM3039790,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6830127,GSM3039789_r1,SRX3786209,FALSE,25993895,0,75,GSM3039789,GSM3039789: seedlingB73_noIAA_30min_rep1; Zea mays; RNA-Seq,,THE DNA BINDING LANDSCAPE OF THE MAIZE AUXIN RESPONSE FACTOR FAMILY [RNA-seq],GSM3039789,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
