srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR765628,PAN_R503,SRX243435,TRUE,8025493,8025493,200,PAN_E503,"""Zea mays, Yu796_NS RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN503,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765627,PAN_R502,SRX243434,TRUE,17330561,17330561,200,PAN_E502,"""Zea mays, YONG_28 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN502,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765626,PAN_R501,SRX243433,TRUE,20093686,20093686,200,PAN_E501,"""Zea mays, YING-55 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN501,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765625,PAN_R500,SRX243432,TRUE,9205930,9205930,200,PAN_E500,"""Zea mays, YELLOW_3-4 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN500,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765624,PAN_R499,SRX243431,TRUE,11452720,11452720,200,PAN_E499,"""Zea mays, YE-CHI-HUNG RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN499,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765623,PAN_R498,SRX243430,TRUE,5900133,5900133,200,PAN_E498,"""Zea mays, YE_4 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN498,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765622,PAN_R497,SRX243429,TRUE,21658750,21658750,200,PAN_E497,"""Zea mays, YANG RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN497,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765621,PAN_R496,SRX243428,TRUE,14184756,14184756,200,PAN_E496,"""Zea mays, WXB6 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN496,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765620,PAN_R495,SRX243427,TRUE,13952612,13952612,200,PAN_E495,"""Zea mays, WU-TAN-TZAO RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN495,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765619,PAN_R494,SRX243426,TRUE,4672875,4672875,200,PAN_E494,"""Zea mays, WR3 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN494,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765618,PAN_R493,SRX243425,TRUE,12830765,12830765,200,PAN_E493,"""Zea mays, WD RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN493,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765617,PAN_R492,SRX243424,TRUE,8943807,8943807,200,PAN_E492,"""Zea mays, W9 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN492,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765616,PAN_R491,SRX243423,TRUE,11550285,11550285,200,PAN_E491,"""Zea mays, W85 RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN491,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765615,PAN_R490,SRX243422,TRUE,17419219,17419219,200,PAN_E490,"""Zea mays, W821G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN490,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765614,PAN_R489,SRX243421,TRUE,11738518,11738518,200,PAN_E489,"""Zea mays, W820G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN489,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765613,PAN_R488,SRX243420,TRUE,11748911,11748911,200,PAN_E488,"""Zea mays, W819G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN488,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765612,PAN_R487,SRX243419,TRUE,11646289,11646289,200,PAN_E487,"""Zea mays, W818G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN487,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765611,PAN_R486,SRX243418,TRUE,7348226,7348226,200,PAN_E486,"""Zea mays, W817G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN486,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765610,PAN_R485,SRX243417,TRUE,9535063,9535063,200,PAN_E485,"""Zea mays, W816G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN485,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765609,PAN_R484,SRX243416,TRUE,8736712,8736712,200,PAN_E484,"""Zea mays, W815G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN484,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765608,PAN_R483,SRX243415,TRUE,10951420,10951420,200,PAN_E483,"""Zea mays, W814G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN483,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765607,PAN_R482,SRX243414,TRUE,9525993,9525993,200,PAN_E482,"""Zea mays, W813G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN482,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765606,PAN_R481,SRX243413,TRUE,15216487,15216487,200,PAN_E481,"""Zea mays, W812G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN481,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765605,PAN_R480,SRX243412,TRUE,12597475,12597475,200,PAN_E480,"""Zea mays, W811G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN480,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765604,PAN_R479,SRX243411,TRUE,14244470,14244470,200,PAN_E479,"""Zea mays, W810G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN479,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765603,PAN_R478,SRX243410,TRUE,6370139,6370139,200,PAN_E478,"""Zea mays, W809G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN478,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR765602,PAN_R477,SRX243409,TRUE,10847247,10847247,200,PAN_E477,"""Zea mays, W803G RNAseq""",Zea mays subsp. mays Transcriptome or Gene expression,PAN477,,,RANDOM,TRANSCRIPTOMIC,RNA-Seq
