srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR8857742,R1-leaf-48h-3_H53LHCCXY_L8_1.clean.fq.gz,SRX5645417,TRUE,18701581,18701581,300,R1-leaf-48h-rep3-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 4000 platform (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-leaf-48h-rep3-mRNA,,R1-leaf-48h-rep3-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857743,R1-tassel-0h-1_L5_I305.R1.clean.fastq.gz,SRX5645416,TRUE,21903499,21903499,300,R1-tassel-0h-rep1-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 2500 platform at Berry Genomics (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-tassel-0h-rep1-mRNA,,R1-tassel-0h-rep1-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857744,R1-leaf-48h-1_H53LHCCXY_L8_1.clean.fq.gz,SRX5645415,TRUE,23284746,23284746,300,R1-leaf-48h-rep1-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 4000 platform (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-leaf-48h-rep1-mRNA,,R1-leaf-48h-rep1-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857746,R1-leaf-48h-2_H53LHCCXY_L8_1.clean.fq.gz,SRX5645414,TRUE,22830027,22830027,300,R1-leaf-48h-rep2-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 4000 platform (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-leaf-48h-rep2-mRNA,,R1-leaf-48h-rep2-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857747,R1-leaf-2h-2_H3V5GCCXY_L4_1.clean.fq.gz,SRX5645413,TRUE,20207321,20207321,300,R1-leaf-2h-rep2-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 4000 platform (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-leaf-2h-rep2-mRNA,,R1-leaf-2h-rep2-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857748,R1-leaf-2h-3_H3V5GCCXY_L7_1.clean.fq.gz,SRX5645412,TRUE,23709723,23709723,300,R1-leaf-2h-rep3-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 4000 platform (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-leaf-2h-rep3-mRNA,,R1-leaf-2h-rep3-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857758,R1-tassel-2h-1_L2_I303.R1.clean.fastq.gz,SRX5645411,TRUE,23410901,23410901,302,R1-tassel-2h-rep1-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 2500 platform at Berry Genomics (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-tassel-2h-rep1-mRNA,,R1-tassel-2h-rep1-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857749,R1-tassel-2h-2_L2_I304.R1.clean.fastq.gz,SRX5645410,TRUE,26131906,26131906,302,R1-tassel-2h-rep2-mRNA,RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity was used for the analysis. TruSeq RNA Sample Prep Kit v2 (Illumina, RS-122-2001) or NEBNext UltraTM RNA Library Prep Kit for Illumina (NEB, USA) was used according to the manufacturers recommendations. The samples were pooled and sequenced (150-bp paired-end reads) on the Illumina HiSeq 2500 platform at Berry Genomics (Beijing, China).",Genome-wide transcriptomic responses to heat stress in maize,R1-tassel-2h-rep2-mRNA,,R1-tassel-2h-rep2-mRNA,Oligo-dT,TRANSCRIPTOMIC,RNA-Seq
SRR8857750,SL_R1_ear_48h_3_L7_A012.R1.adapter.fastq.gz,SRX5645409,FALSE,12468080,0,50,R1-ear-48h-rep3-sRNA,Small RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity",Genome-wide transcriptomic responses to heat stress in maize,R1-ear-48h-rep3-sRNA,,R1-ear-48h-rep3-sRNA,size fractionation,TRANSCRIPTOMIC,miRNA-Seq
SRR8857856,SL_R1_ear_48h_2_L1_A011.R1.adapter.fastq.gz,SRX5645408,FALSE,16667428,0,50,R1-ear-48h-rep2-sRNA,Small RNA-Seq of Maize: Tissue at R1 stage,"Total RNA was extracted from the maize tissues using TRIzol reagent (MRC, Molecular Research Center, Inc.) according to the manufacturers instructions. A Bioanalyzer 2100 was used to check the quality of the extracted RNA, and only RNA of high integrity",Genome-wide transcriptomic responses to heat stress in maize,R1-ear-48h-rep2-sRNA,,R1-ear-48h-rep2-sRNA,size fractionation,TRANSCRIPTOMIC,miRNA-Seq
