srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR5796974,W64AxOh43-1_1.fq.gz,SRX2977762,TRUE,20663457,20663457,200,W64AxOh43-rep1,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64AxOh43-rep1,,W64AxOh43-rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796975,Oh43-4_1.fq.gz,SRX2977761,TRUE,17869293,17869293,200,Oh43-rep4,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43-rep4,,Oh43-rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796980,Oh43xW64A-3_2.fq.gz,SRX2977760,TRUE,23999197,23999197,200,Oh43xW64A-rep3,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43xW64A-rep3,,Oh43xW64A-rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796976,Oh43xW64A-4_2.fq.gz,SRX2977759,TRUE,19213131,19213131,200,Oh43xW64A-rep4,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43xW64A-rep4,,Oh43xW64A-rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796979,Oh43-3_1.fq.gz,SRX2977758,TRUE,22610111,22610111,200,Oh43-rep3,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43-rep3,,Oh43-rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796977,Oh43xW64A-2_2.fq.gz,SRX2977757,TRUE,23505493,23505493,200,Oh43xW64A-rep2,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43xW64A-rep2,,Oh43xW64A-rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796978,Oh43xW64A-1_2.fq.gz,SRX2977756,TRUE,22092936,22092936,200,Oh43xW64A-rep1,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43xW64A-rep1,,Oh43xW64A-rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796981,W64AxOh43-4_1.fq.gz,SRX2977755,TRUE,18442273,18442273,200,W64AxOh43-rep4,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64AxOh43-rep4,,W64AxOh43-rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796982,W64AxOh43-3_1.fq.gz,SRX2977754,TRUE,23957585,23957585,200,W64AxOh43-rep3,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64AxOh43-rep3,,W64AxOh43-rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796987,Oh43-2_2.fq.gz,SRX2977753,TRUE,14327514,14327514,200,Oh43-rep2,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43-rep2,,Oh43-rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796983,Oh43-1_1.fq.gz,SRX2977752,TRUE,15917314,15917314,200,Oh43-rep1,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,Oh43-rep1,,Oh43-rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796986,W64A-4_2.fq.gz,SRX2977751,TRUE,22712035,22712035,200,W64A-rep4,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64A-rep4,,W64A-rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796984,W64A-3_2.fq.gz,SRX2977750,TRUE,24434918,24434918,200,W64A-rep3,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64A-rep3,,W64A-rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796985,W64A-2_2.fq.gz,SRX2977749,TRUE,19875297,19875297,200,W64A-rep2,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64A-rep2,,W64A-rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796988,W64AxOh43-2_1.fq.gz,SRX2977748,TRUE,18502942,18502942,200,W64AxOh43-rep2,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64AxOh43-rep2,,W64AxOh43-rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5796989,W64A-1_2.fq.gz,SRX2977747,TRUE,18753839,18753839,200,W64A-rep1,RNA-seq of Zea mays: primary root 2-4 cm length,Primary root transcriptomes of the maize inbred lines Oh43 and W64A and their reciprocal hybrids,W64A-rep1,,W64A-rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786373,W64A-III-rep3_1.fq.gz,SRX2972916,TRUE,18359739,18359739,200,W64A_III_rep3,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,W64A_III_rep3,,W64A_III_rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786374,W64A-III-rep4_2.fq.gz,SRX2972915,TRUE,17896761,17896761,200,W64A_III_rep4,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,W64A_III_rep4,,W64A_III_rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786375,Oh43-III-rep1_2.fq.gz,SRX2972914,TRUE,14270911,14270911,200,Oh43_III_rep1,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,Oh43_III_rep1,,Oh43_III_rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786376,Oh43-III-rep2_2.fq.gz,SRX2972913,TRUE,19493135,19493135,200,Oh43_III_rep2,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,Oh43_III_rep2,,Oh43_III_rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786377,Mo17-III-rep3_1.fq.gz,SRX2972912,TRUE,15859646,15859646,200,Mo17_III_rep3,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,Mo17_III_rep3,,Mo17_III_rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786378,Mo17-III-rep4_2.fq.gz,SRX2972911,TRUE,17946234,17946234,200,Mo17_III_rep4,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,Mo17_III_rep4,,Mo17_III_rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786286,W64A-III-rep1_1.fq.gz,SRX2972910,TRUE,25708587,25708587,200,W64A_III_rep1,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,W64A_III_rep1,,W64A_III_rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786287,W64A-III-rep2_1.fq.gz,SRX2972909,TRUE,12908350,12908350,200,W64A_III_rep2,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,W64A_III_rep2,,W64A_III_rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786288,Oh43-III-rep3_1.fq.gz,SRX2972908,TRUE,18581959,18581959,200,Oh43_III_rep3,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,Oh43_III_rep3,,Oh43_III_rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786289,Oh43-III-rep4_2.fq.gz,SRX2972907,TRUE,18139998,18139998,200,Oh43_III_rep4,RNA-seq of Zea mays: primary root 10-12 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,Oh43_III_rep4,,Oh43_III_rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786290,BxOh43-II-rep3_1.fq.gz,SRX2972906,TRUE,17301115,17301115,200,B73xOh43_II_rep3,RNA-seq of Zea mays: primary root 6-8 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,B73xOh43_II_rep3,,B73xOh43_II_rep3,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786291,BxOh43-II-rep4_2.fq.gz,SRX2972905,TRUE,7498837,7498837,200,B73xOh43_II_rep4,RNA-seq of Zea mays: primary root 6-8 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,B73xOh43_II_rep4,,B73xOh43_II_rep4,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786292,BxW64A-II-rep1_1.fq.gz,SRX2972904,TRUE,17110849,17110849,200,B73xW64A_II_rep1,RNA-seq of Zea mays: primary root 6-8 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,B73xW64A_II_rep1,,B73xW64A_II_rep1,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5786293,BxW64A-II-rep2_1.fq.gz,SRX2972903,TRUE,17555830,17555830,200,B73xW64A_II_rep2,RNA-seq of Zea mays: primary root 6-8 cm length,Transcriptomes of a diverse panel of maize hybrids and their parental inbred lines during primary root development,B73xW64A_II_rep2,,B73xW64A_II_rep2,cDNA,TRANSCRIPTOMIC,RNA-Seq
