srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR8906778,Q24_1.trimed.fq.gz,SRX5692976,TRUE,195974809,195974809,291,L21,E21,Deep DNA resequencing of the association mapping panel,CIMBL99,,L21,other,GENOMIC,WGS
SRR8906779,Q25_1.trimed.fq.gz,SRX5692975,TRUE,194155048,194155048,291,L22,E22,Deep DNA resequencing of the association mapping panel,CML286,,L22,other,GENOMIC,WGS
SRR8906780,Q30_1.trimed.fq.gz,SRX5692974,TRUE,212639205,212639205,292,L27,E27,Deep DNA resequencing of the association mapping panel,CML169,,L27,other,GENOMIC,WGS
SRR8906781,Q31_1.trimed.fq.gz,SRX5692973,TRUE,189918861,189918861,292,L28,E28,Deep DNA resequencing of the association mapping panel,CIMBL56,,L28,other,GENOMIC,WGS
SRR8906782,Q28_1.trimed.fq.gz,SRX5692972,TRUE,222900340,222900340,292,L25,E25,Deep DNA resequencing of the association mapping panel,CIMBL49,,L25,other,GENOMIC,WGS
SRR8906783,Q29_1.trimed.fq.gz,SRX5692971,TRUE,181655432,181655432,292,L26,E26,Deep DNA resequencing of the association mapping panel,CIMBL154,,L26,other,GENOMIC,WGS
SRR8906784,Q32_1.trimed.fq.gz,SRX5692970,TRUE,217043807,217043807,294,L29,E29,Deep DNA resequencing of the association mapping panel,CML228,,L29,other,GENOMIC,WGS
SRR8906785,Q33_1.trimed.fq.gz,SRX5692969,TRUE,183516138,183516138,294,L30,E30,Deep DNA resequencing of the association mapping panel,CML165,,L30,other,GENOMIC,WGS
SRR8906786,Q453_1.trimed.fq.gz,SRX5692968,TRUE,191052593,191052593,296,L431,E431,Deep DNA resequencing of the association mapping panel,K22,,L431,other,GENOMIC,WGS
SRR8906787,Q454_1.trimed.fq.gz,SRX5692967,TRUE,176543989,176543989,296,L432,E432,Deep DNA resequencing of the association mapping panel,18-599,,L432,other,GENOMIC,WGS
SRR8906788,Q460_1.trimed.fq.gz,SRX5692966,TRUE,138684261,138684261,295,L437,E437,Deep DNA resequencing of the association mapping panel,ZHENG28,,L437,other,GENOMIC,WGS
SRR8906789,Q114_1.trimed.fq.gz,SRX5692965,TRUE,130257377,130257377,287,L109,E109,Deep DNA resequencing of the association mapping panel,CIMBL84,,L109,other,GENOMIC,WGS
SRR8906790,Q115_1.trimed.fq.gz,SRX5692964,TRUE,178281125,178281125,289,L110,E110,Deep DNA resequencing of the association mapping panel,CML31,,L110,other,GENOMIC,WGS
SRR8906791,Q108_1.trimed.fq.gz,SRX5692963,TRUE,140713535,140713535,289,L103,E103,Deep DNA resequencing of the association mapping panel,CIMBL77,,L103,other,GENOMIC,WGS
SRR8906792,Q109_1.trimed.fq.gz,SRX5692962,TRUE,182107555,182107555,289,L104,E104,Deep DNA resequencing of the association mapping panel,CML324,,L104,other,GENOMIC,WGS
SRR8906793,Q106_1.trimed.fq.gz,SRX5692961,TRUE,177072545,177072545,286,L101,E101,Deep DNA resequencing of the association mapping panel,CIMBL124,,L101,other,GENOMIC,WGS
SRR8906794,Q107_1.trimed.fq.gz,SRX5692960,TRUE,168029900,168029900,290,L102,E102,Deep DNA resequencing of the association mapping panel,CIMBL68,,L102,other,GENOMIC,WGS
SRR8906795,Q112_1.trimed.fq.gz,SRX5692959,TRUE,150421517,150421517,287,L107,E107,Deep DNA resequencing of the association mapping panel,CIMBL71,,L107,other,GENOMIC,WGS
SRR8906796,Q113_1.trimed.fq.gz,SRX5692958,TRUE,180739064,180739064,287,L108,E108,Deep DNA resequencing of the association mapping panel,CIMBL34,,L108,other,GENOMIC,WGS
SRR8906797,Q110_1.trimed.fq.gz,SRX5692957,TRUE,200881153,200881153,288,L105,E105,Deep DNA resequencing of the association mapping panel,CIMBL69,,L105,other,GENOMIC,WGS
SRR8906798,Q111_1.trimed.fq.gz,SRX5692956,TRUE,147831768,147831768,285,L106,E106,Deep DNA resequencing of the association mapping panel,CIMBL23,,L106,other,GENOMIC,WGS
SRR8906799,Q62_1.trimed.fq.gz,SRX5692955,TRUE,136398180,136398180,292,L58,E58,Deep DNA resequencing of the association mapping panel,CIMBL121,,L58,other,GENOMIC,WGS
SRR8906800,Q61_1.trimed.fq.gz,SRX5692954,TRUE,147025961,147025961,292,L57,E57,Deep DNA resequencing of the association mapping panel,CML118,,L57,other,GENOMIC,WGS
SRR8906801,Q60_1.trimed.fq.gz,SRX5692953,TRUE,130712739,130712739,292,L56,E56,Deep DNA resequencing of the association mapping panel,CIMBL156,,L56,other,GENOMIC,WGS
SRR8906802,Q59_1.trimed.fq.gz,SRX5692952,TRUE,193041936,193041936,293,L55,E55,Deep DNA resequencing of the association mapping panel,CML470,,L55,other,GENOMIC,WGS
SRR8906803,Q58_1.trimed.fq.gz,SRX5692951,TRUE,207243779,207243779,292,L54,E54,Deep DNA resequencing of the association mapping panel,CML411,,L54,other,GENOMIC,WGS
SRR8906804,Q57_1.trimed.fq.gz,SRX5692950,TRUE,190745833,190745833,295,L53,E53,Deep DNA resequencing of the association mapping panel,CIMBL107,,L53,other,GENOMIC,WGS
SRR8906805,Q56_1.trimed.fq.gz,SRX5692949,TRUE,197952987,197952987,294,L52,E52,Deep DNA resequencing of the association mapping panel,CIMBL98,,L52,other,GENOMIC,WGS
SRR8906806,Q55_1.trimed.fq.gz,SRX5692948,TRUE,217556104,217556104,292,L51,E51,Deep DNA resequencing of the association mapping panel,CIMBL100,,L51,other,GENOMIC,WGS
SRR8906807,Q64_1.trimed.fq.gz,SRX5692947,TRUE,183069278,183069278,295,L60,E60,Deep DNA resequencing of the association mapping panel,CIMBL150,,L60,other,GENOMIC,WGS
SRR8906808,Q63_1.trimed.fq.gz,SRX5692946,TRUE,235475621,235475621,294,L59,E59,Deep DNA resequencing of the association mapping panel,CIMBL35,,L59,other,GENOMIC,WGS
SRR8906809,Q212_1.trimed.fq.gz,SRX5692945,TRUE,167073397,167073397,293,L202,E202,Deep DNA resequencing of the association mapping panel,CML428,,L202,other,GENOMIC,WGS
SRR8906810,Q211_1.trimed.fq.gz,SRX5692944,TRUE,209682213,209682213,293,L201,E201,Deep DNA resequencing of the association mapping panel,CIMBL115,,L201,other,GENOMIC,WGS
SRR8906811,Q214_1.trimed.fq.gz,SRX5692943,TRUE,182307957,182307957,293,L204,E204,Deep DNA resequencing of the association mapping panel,CML305,,L204,other,GENOMIC,WGS
SRR8906812,Q213_1.trimed.fq.gz,SRX5692942,TRUE,169582635,169582635,293,L203,E203,Deep DNA resequencing of the association mapping panel,CIMBL82,,L203,other,GENOMIC,WGS
SRR8906813,Q216_1.trimed.fq.gz,SRX5692941,TRUE,158830569,158830569,293,L206,E206,Deep DNA resequencing of the association mapping panel,CIMBL57,,L206,other,GENOMIC,WGS
SRR8906814,Q215_1.trimed.fq.gz,SRX5692940,TRUE,163759123,163759123,292,L205,E205,Deep DNA resequencing of the association mapping panel,CIMBL91,,L205,other,GENOMIC,WGS
SRR8906815,Q218_1.trimed.fq.gz,SRX5692939,TRUE,187740572,187740572,294,L208,E208,Deep DNA resequencing of the association mapping panel,CIMBL43,,L208,other,GENOMIC,WGS
SRR8906816,Q217_1.trimed.fq.gz,SRX5692938,TRUE,176969531,176969531,294,L207,E207,Deep DNA resequencing of the association mapping panel,CML121,,L207,other,GENOMIC,WGS
SRR8906817,Q220_1.trimed.fq.gz,SRX5692937,TRUE,153339239,153339239,291,L210,E210,Deep DNA resequencing of the association mapping panel,CIMBL27,,L210,other,GENOMIC,WGS
SRR8906818,Q219_1.trimed.fq.gz,SRX5692936,TRUE,171714681,171714681,294,L209,E209,Deep DNA resequencing of the association mapping panel,CIMBL102,,L209,other,GENOMIC,WGS
SRR8906819,Q286_1.trimed.fq.gz,SRX5692935,TRUE,154465386,154465386,291,L273,E273,Deep DNA resequencing of the association mapping panel,TY9,,L273,other,GENOMIC,WGS
SRR8906820,Q342_1.trimed.fq.gz,SRX5692934,TRUE,141562330,141562330,298,L327,E327,Deep DNA resequencing of the association mapping panel,GEMS3,,L327,other,GENOMIC,WGS
SRR8906821,Q343_1.trimed.fq.gz,SRX5692933,TRUE,145762039,145762039,296,L328,E328,Deep DNA resequencing of the association mapping panel,9782,,L328,other,GENOMIC,WGS
SRR8906822,Q397_1.trimed.fq.gz,SRX5692932,TRUE,187415100,187415100,298,L380,E380,Deep DNA resequencing of the association mapping panel,303WX,,L380,other,GENOMIC,WGS
