srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR4451222,0da387d6c8f5-TSCA_S28_R1_001.fastq.gz,SRX2269269,TRUE,876249,876249,151,0da387d6c8f5-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0da387d6c8f5-TSCA_Blackberry_Kush,,0da387d6c8f5-TSCA,PCR,GENOMIC,AMPLICON
SRR4451221,0d3e0e83ebaa-TSCA_S26_R2_001.fastq.gz,SRX2269268,TRUE,960826,960826,151,0d3e0e83ebaa-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0d3e0e83ebaa-TSCA_Ace_of_Spades,,0d3e0e83ebaa-TSCA,PCR,GENOMIC,AMPLICON
SRR4451220,0cdf51193224-TSCA_S140_R1_001.fastq.gz,SRX2269267,TRUE,1330032,1330032,151,0cdf51193224-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0cdf51193224-TSCA_Lemon_Diesel,,0cdf51193224-TSCA,PCR,GENOMIC,AMPLICON
SRR4451219,0cdb720ccee4-TSCA_S45_R2_001.fastq.gz,SRX2269266,TRUE,865080,865080,151,0cdb720ccee4-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0cdb720ccee4-TSCA_Obama,,0cdb720ccee4-TSCA,PCR,GENOMIC,AMPLICON
SRR4451218,0c241fa88bab-TSCA_S65_R2_001.fastq.gz,SRX2269265,TRUE,533822,533822,151,0c241fa88bab-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0c241fa88bab-TSCA_Premium_Jack,,0c241fa88bab-TSCA,PCR,GENOMIC,AMPLICON
SRR4451217,0bb08712cc79_S19_R1_001.fastq.gz,SRX2269264,TRUE,2953095,2953095,151,0bb08712cc79-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0bb08712cc79-TSCA_Northern_Lights,,0bb08712cc79-TSCA,PCR,GENOMIC,AMPLICON
SRR4451216,0b5c50a725de-TSCA_S65_R1_001.fastq.gz,SRX2269263,TRUE,2028674,2028674,151,0b5c50a725de-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0b5c50a725de-TSCA_Galactic_Jack,,0b5c50a725de-TSCA,PCR,GENOMIC,AMPLICON
SRR4451215,0abdf48e8951-TSCA_S67_R2_001.fastq.gz,SRX2269262,TRUE,1673065,1673065,151,0abdf48e8951-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0abdf48e8951-TSCA_Peanut_Butter_+_Jelly,,0abdf48e8951-TSCA,PCR,GENOMIC,AMPLICON
SRR4451214,0a6bb7515593-TSCA_S77_R2_001.fastq.gz,SRX2269261,TRUE,451176,451176,151,0a6bb7515593-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,0a6bb7515593-TSCA_Albert_Walker,,0a6bb7515593-TSCA,PCR,GENOMIC,AMPLICON
SRR4451213,09c4701e217d-TSCA_S59_R1_001.fastq.gz,SRX2269260,TRUE,1536527,1536527,151,09c4701e217d-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,09c4701e217d-TSCA_Space_Candy,,09c4701e217d-TSCA,PCR,GENOMIC,AMPLICON
SRR4451212,00bec7df53c3-TSCA_S62_R1_001.fastq.gz,SRX2269259,TRUE,872134,872134,151,00bec7df53c3-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,00bec7df53c3-TSCA_SFV,,00bec7df53c3-TSCA,PCR,GENOMIC,AMPLICON
SRR4451211,a0b84ba998f7-TSCA_S88_R2_001.fastq.gz,SRX2269258,TRUE,1598203,1598203,150,a0b84ba998f7-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,a0b84ba998f7-TSCA_Blueberry,,a0b84ba998f7-TSCA,PCR,GENOMIC,AMPLICON
SRR4451210,a11165f7ed56-TSCA_S116_R1_001.fastq.gz,SRX2269257,TRUE,876513,876513,151,a11165f7ed56-TSCA,Targeted amplicon sequencing of Cannabis sativa genomic DNA,Cannabis sativa Raw sequence reads,a11165f7ed56-TSCA_Mandarin_Sunset,,a11165f7ed56-TSCA,PCR,GENOMIC,AMPLICON
