srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR3134975,10_TAGCTT_L002_R2_001.fastq.gz,SRX1553874,TRUE,22430529,22430529,202,OH43-NY2011-252,RNA-Seq of: C2OH43-NY2011-252: 2 week old root tissue,Zea mays Transcriptome or Gene expression,OH43-NY2011-252,,OH43-NY2011-252,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134974,9_GATCAG_L002_R2_001.fastq.gz,SRX1553873,TRUE,21084876,21084876,202,Ki11-NY2010-162,RNA-Seq of: C2Ki11-NY2010-162: 2 week old root tissue,Zea mays Transcriptome or Gene expression,Ki11-NY2010-162,,Ki11-NY2010-162,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134973,8_ACTTGA_L001_R2_001.fastq.gz,SRX1553872,TRUE,20827384,20827384,202,KY228-NY2010-154,RNA-Seq of: C2KY228-NY2010-154: 2 week old root tissue,Zea mays Transcriptome or Gene expression,KY228-NY2010-154,,KY228-NY2010-154,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134972,7_CAGATC_L001_R1_001.fastq.gz,SRX1553871,TRUE,20723354,20723354,202,CML108-NY2010-61,RNA-Seq of: C2CML108-NY2010-61: 2 week old root tissue,Zea mays Transcriptome or Gene expression,CML108-NY2010-61,,CML108-NY2010-61,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134971,6_GCCAAT_L001_R1_001.fastq.gz,SRX1553870,TRUE,21556800,21556800,202,W22-NY2011-256,RNA-Seq of: C2W22-NY2011-256: 2 week old root tissue,Zea mays Transcriptome or Gene expression,W22-NY2011-256,,W22-NY2011-256,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134970,48_ATTCCT_L008_R1_001.fastq.gz,SRX1553869,TRUE,21486085,21486085,202,NC260-NY2011-248,RNA-Seq of: C2NC260-NY2011-248: 2 week old root tissue,Zea mays Transcriptome or Gene expression,NC260-NY2011-248,,NC260-NY2011-248,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134969,47_ACTGAT_L008_R2_001.fastq.gz,SRX1553868,TRUE,22185432,22185432,202,OH7B-NY2011-202,RNA-Seq of: C2OH7B-NY2011-202: 2 week old root tissue,Zea mays Transcriptome or Gene expression,OH7B-NY2011-202,,OH7B-NY2011-202,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134968,46_GAGTGG_L008_R1_001.fastq.gz,SRX1553867,TRUE,24426258,24426258,202,TZi8-NY2010-566,RNA-Seq of: C2TZi8-NY2010-566: 2 week old root tissue,Zea mays Transcriptome or Gene expression,TZi8-NY2010-566,,TZi8-NY2010-566,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134967,45_CGTACG_L008_R1_001.fastq.gz,SRX1553866,TRUE,25100218,25100218,202,OH40B-NY2010-556,RNA-Seq of: C2OH40B-NY2010-556: 2 week old root tissue,Zea mays Transcriptome or Gene expression,OH40B-NY2010-556,,OH40B-NY2010-556,other,TRANSCRIPTOMIC,RNA-Seq
SRR3134966,44_GTTTCG_L008_R2_001.fastq.gz,SRX1553865,TRUE,20331155,20331155,202,CMl333-NY2010-122,RNA-Seq of: C2CMl333-NY2010-122: 2 week old root tissue,Zea mays Transcriptome or Gene expression,CMl333-NY2010-122,,CMl333-NY2010-122,other,TRANSCRIPTOMIC,RNA-Seq
