srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR1515926,GH906_L1_I043.R1.clean.fastq.gz,SRX653531,FALSE,26457700,0,100,GH906,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH906,Zea mays Transcriptome or Gene expression,GH906,,GH906,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515925,run398.3-G10_ACTTGA_L007_R1.fastq.gz,SRX653530,FALSE,31777209,0,101,GH905,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH905,Zea mays Transcriptome or Gene expression,GH905,,GH905,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515924,GH904_L1_I031.R1.clean.fastq.gz,SRX653529,FALSE,32768606,0,100,GH904,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH904,Zea mays Transcriptome or Gene expression,GH904,,GH904,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515923,GH902_L3_I041.R1.clean.fastq.gz,SRX653528,FALSE,27292813,0,100,GH902,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH902,Zea mays Transcriptome or Gene expression,GH902,,GH902,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515922,GH901_L8_I008.R1.clean.fastq.gz,SRX653527,FALSE,31743648,0,100,GH901,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH901,Zea mays Transcriptome or Gene expression,GH901,,GH901,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515921,GH900_L1_I052.R1.clean.fastq.gz,SRX653526,FALSE,18455615,0,100,GH900,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH900,Zea mays Transcriptome or Gene expression,GH900,,GH900,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515920,GH898_L3_I032.R1.clean.fastq.gz,SRX653525,FALSE,29194548,0,100,GH898,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH898,Zea mays Transcriptome or Gene expression,GH898,,GH898,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515919,GH897_L7_I030.R1.clean.fastq.gz,SRX653524,FALSE,20121394,0,100,GH897,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH897,Zea mays Transcriptome or Gene expression,GH897,,GH897,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515918,GH896_L5_L7_I054.R1.clean.fastq.gz,SRX653523,FALSE,21135389,0,100,GH896,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH896,Zea mays Transcriptome or Gene expression,GH896,,GH896,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515917,GH891_L2_I025.R1.clean.fastq.gz,SRX653522,FALSE,22471655,0,100,GH891,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH891,Zea mays Transcriptome or Gene expression,GH891,,GH891,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515916,run398.3-G9_GTGAAA_L006_R1.fastq.gz,SRX653521,FALSE,14963344,0,101,GH890,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH890,Zea mays Transcriptome or Gene expression,GH890,,GH890,RANDOM,TRANSCRIPTOMIC,RNA-Seq
SRR1515915,GH889_L2_L7_I029.R1.clean.fastq.gz,SRX653520,FALSE,21413146,0,100,GH889,RNA-Seq of Maize-teosinte RILs: Seedlings at V2 stage: Sample GH889,Zea mays Transcriptome or Gene expression,GH889,,GH889,RANDOM,TRANSCRIPTOMIC,RNA-Seq
