srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR491308,RNAseq12DAPembryo,SRX144664,TRUE,23022952,23022952,200,RNAseq12DAPembryo,RNA-seq data for 12 DAP embryo in maize B73 inbred line,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,RNA-seq12DAPembryo,,11C08099_12DAPembryoBB,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR491307,RNAseq12-dShoot,SRX144663,TRUE,16738991,16738991,150,RNAseq12-dShoot,RNA-seq data from 12-d-old shoot in maize B73 inbred line,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,RNA-seqShoot,,yb_seedling,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR398129,aDMR_BM_paired_file,SRX115471,TRUE,376613046,376613046,200,aDMR_BM_paired,MethylC-seq experiment using maize endosperm from 12 DAP B73*Mo17 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,aDMR,,Methyl_12enBM_paired,other,GENOMIC,Bisulfite-Seq
SRR398107,BSR5-1_1_20110325,SRX115357,FALSE,113211605,0,100,aDMR_BM,MethylC-seq experiment using maize endosperm from 12 DAP B73*Mo17 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,aDMR,,Methyl_12enBM,unspecified,OTHER,Bisulfite-Seq
SRR397772,sdMB,SRX114632,TRUE,16562280,16562280,150,sdMB,RNA-Seq experiment using aerial part of maize seedling from 14 days Mo17*B73,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,sdMB,,seedlingMB,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR397771,sdBM,SRX114631,TRUE,17432084,17432084,150,sdBM,RNA-Seq experiment using aerial part of maize seedling from 14 days B73*Mo17 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,sdBM,,seedlingBM_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR396679,en2,SRX114630,TRUE,39263260,39263260,200,enMB,RNA-Seq experiment using maize endosperm from 10 DAP Mo17*B73 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,enMB,,endoMB_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR396678,en1,SRX114629,TRUE,35395995,35395995,200,enBM,RNA-Seq experiment using maize endosperm from 10 DAP B73*Mo17 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,enBM,,endoBM_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR748862,Endo_Chipseq_H3K27me3_12DAP_enMB,SRX243559,FALSE,411434155,0,36,EndoChipseqH3K27me3MB,H3K27me3 chip-seq experiment using maize ensoperm from 12 DAP Mo17*B73 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,EndoChipseqH3K27me3MB,,,ChIP,GENOMIC,ChIP-Seq
SRR748861,Endo_Chipseq_H3K27me3_12DAP_enBM,SRX243557,FALSE,337599769,0,36,EndoChipseqH3K27me3BM,H3K27me3 Chip-seq experiment using maize endosperm from 12 DAP B73*Mo17 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,EndoChipseqH3K27me3BM,,,ChIP,GENOMIC,ChIP-Seq
SRR660932,RNA_seq_12DAP_endoMB_PE,SRX222983,TRUE,19985832,19985832,200,RNA_seq_12DAP_endoMB,RNA-Seq experiment using maize endosperm from 12 DAP Mo17*B73 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,RNA_seq_12DAP_endospermMB,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR660921,RNA_seq_12DAP_endoBM_PE,SRX222973,TRUE,18499519,18499519,200,RNA_seq_12DAP_endoBM_PE,RNA-Seq experiment using maize endosperm from 12 DAP B73*Mo17 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,RNA_seq_12DAP_endospermBM,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR452281,EndoDNAmethylomeBB_single_end_reads,SRX134771,FALSE,164205900,0,100,EndoDNAmethylomeBB_single_reads,MethylC-seq experiment using maize endosperm from 12 DAP B73inbred line,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,EndoDNAmethylomeBB,,BSR3,size fractionation,GENOMIC,Bisulfite-Seq
SRR452280,EndoDNAmethylomeBB_paired_end,SRX134770,TRUE,183466852,183466852,200,EndoDNAmethylomeBB,MethylC-seq experiment using maize endosperm from 12 DAP B73inbred line,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,EndoDNAmethylomeBB,,BSR3,size fractionation,GENOMIC,Bisulfite-Seq
SRR449549,EndoDNAmethylomeMB,SRX132066,TRUE,765117016,765117016,200,EndoDNAmethylomeMB,MethylC-seq experiment using maize endosperm from 12 DAP Mo17*B73 hybrid,,Maize single base resolution methylome in B73 and Mo17 inbred line and their reciprocal hybrid,EndoDNAmethylomeMB,,BSR7,size fractionation,GENOMIC,Bisulfite-Seq
