srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR039512,bundlesheath_biological_replicate_1,SRX018907,FALSE,9075105,0,35,B73_bundlesheath,aRNA-Seq experiment using bundle-sheath cells from maize leaf,Zea mays subsp. mays Transcriptome or Gene expression,bundle-sheath,,bundlesheath_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039514,bundlesheath_biological_replicate_2,SRX018907,FALSE,10794084,0,36,B73_bundlesheath,aRNA-Seq experiment using bundle-sheath cells from maize leaf,Zea mays subsp. mays Transcriptome or Gene expression,bundle-sheath,,bundlesheath_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039509,mesophyll_biological_replicate_1,SRX018905,FALSE,10746494,0,36,B73_mesophyll,aRNA-Seq using mesophyll cells from maize leaf,Zea mays subsp. mays Transcriptome or Gene expression,mesophyll,,mesophyll,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039510,mesophyll_biological_replicate_2,SRX018905,FALSE,11036314,0,36,B73_mesophyll,aRNA-Seq using mesophyll cells from maize leaf,Zea mays subsp. mays Transcriptome or Gene expression,mesophyll,,mesophyll,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039507,tip_biological_replicate_1,SRX018904,FALSE,6770971,0,36,B73dev_tip,RNA-Seq experiment using tip section of maize leaf,Zea mays subsp. mays Transcriptome or Gene expression,tip,,tip_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039508,tip_biological_replicate_2,SRX018904,FALSE,12516775,0,35,B73dev_tip,RNA-Seq experiment using tip section of maize leaf,Zea mays subsp. mays Transcriptome or Gene expression,tip,,tip_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039505,plus4cm_biological_replicate_1,SRX018903,FALSE,13604831,0,35,B73dev_plus4cm,RNA-Seq experiment using maize leaf  4cm section,Zea mays subsp. mays Transcriptome or Gene expression,4cm,,plus4cm_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039506,plus4cm_biological_replicate_2,SRX018903,FALSE,13250434,0,35,B73dev_plus4cm,RNA-Seq experiment using maize leaf  4cm section,Zea mays subsp. mays Transcriptome or Gene expression,4cm,,plus4cm_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039503,minus1cm_biological_replicate_1,SRX018902,FALSE,5518421,0,35,B73dev_minus1cm,RNA-Seq experiment using maize leaf -1cm section,Zea mays subsp. mays Transcriptome or Gene expression,-1cm,,minus1cm_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039504,minus1cm_biological_replicate_2,SRX018902,FALSE,9228781,0,35,B73dev_minus1cm,RNA-Seq experiment using maize leaf -1cm section,Zea mays subsp. mays Transcriptome or Gene expression,-1cm,,minus1cm_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039501,base_biological_replicate_1,SRX018901,FALSE,6027767,0,36,B73dev_base,RNA-Seq experiment using maize leaf base section,Zea mays subsp. mays Transcriptome or Gene expression,base,,base_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR039502,base_biological_replicate_2,SRX018901,FALSE,11622601,0,35,B73dev_base,RNA-Seq experiment using maize leaf base section,Zea mays subsp. mays Transcriptome or Gene expression,base,,base_cDNA,cDNA,TRANSCRIPTOMIC,RNA-Seq
