SampleID	Tissue	Genotype	Treatment	Replicate	paired	interleaved	r0	r1	r2
s01	NA	NA		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A10_S10_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A10_S10_R2_001.fastq
s02	NA	NA		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A11_S11_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A11_S11_R2_001.fastq
s03	NA	NA		3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A12_S12_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A12_S12_R2_001.fastq
s04	NA	NA		4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A13_S13_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A13_S13_R2_001.fastq
s05	NA	NA		5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A14_S14_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A14_S14_R2_001.fastq
s06	NA	NA		6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A15_S15_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A15_S15_R2_001.fastq
s07	NA	NA		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A16_S16_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A16_S16_R2_001.fastq
s08	NA	NA		8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A18_S17_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A18_S17_R2_001.fastq
s09	NA	NA		9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A19_S18_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A19_S18_R2_001.fastq
s10	NA	NA		10	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A1_S1_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A1_S1_R2_001.fastq
