SampleID	Tissue	Genotype	Treatment	Replicate	paired	interleaved	r0	r1	r2
s01	unk	B73		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/B73-3_S1_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/B73-3_S1_R2_001.fastq.gz
s02	unk	B73		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/B73-4_S2_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/B73-4_S2_R2_001.fastq.gz
s03	unk	B73xMo17		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/BxM-1_S7_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/BxM-1_S7_R2_001.fastq.gz
s04	unk	B73xMo17		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/BxM-2_S8_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/BxM-2_S8_R2_001.fastq.gz
s05	unk	F2		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/F2-3-2_S9_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/F2-3-2_S9_R2_001.fastq.gz
s06	unk	F2		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/F2-4-2_S10_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/F2-4-2_S10_R2_001.fastq.gz
s07	unk	Mo17		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Mo17-1_S3_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Mo17-1_S3_R2_001.fastq.gz
s08	unk	Mo17		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Mo17-2_S4_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Mo17-2_S4_R2_001.fastq.gz
s09	unk	Oh43		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Oh43-7_S5_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Oh43-7_S5_R2_001.fastq.gz
s10	unk	Oh43		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Oh43-8_S6_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/Oh43-8_S6_R2_001.fastq.gz
s11	unk	W22		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/W22-1_S11_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/W22-1_S11_R2_001.fastq.gz
s12	unk	W22		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/W22-3_S12_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180927_D00635_0413_BCCTE5ANXX/Springer_Project_063/W22-3_S12_R2_001.fastq.gz
