SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s01	root	B73	Salt	1	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index1_S1_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index1_S1_R2_001.fastq.gz
s02	root	B73	Cold	1	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index2_S2_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index2_S2_R2_001.fastq.gz
s03	root	B73	Sand	1	m03	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index3_S3_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index3_S3_R2_001.fastq.gz
s04	root	B73	Drought	1	m04	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index8_S4_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index8_S4_R2_001.fastq.gz
s05	root	B73	Cold	2	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index9_S5_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index9_S5_R2_001.fastq.gz
s06	root	B73	Control	1	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index10_S6_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index10_S6_R2_001.fastq.gz
s07	root	B73	Salt	2	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index11_S7_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index11_S7_R2_001.fastq.gz
s08	root	B73	Control	2	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index20_S8_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index20_S8_R2_001.fastq.gz
s09	root	B73	Salt	3	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index21_S9_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index21_S9_R2_001.fastq.gz
s10	root	B73	Sand	2	m03	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index22_S10_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index22_S10_R2_001.fastq.gz
s11	root	B73	Drought	2	m04	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index23_S11_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index23_S11_R2_001.fastq.gz
s12	root	B73	Cold	3	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index25_S12_R1_001.fastq.gz	/home/springer/data_release/umgc/hiseq/180123_D00635_0327_BCC65PANXX/Springer_Project_060/Springer_060_Pool1_Index25_S12_R2_001.fastq.gz
