SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s01	NA	NA	NA	1	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L001_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L001_R2_001.fastq
s02	NA	NA	NA	2	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L002_R2_001.fastq
s03	NA	NA	NA	3	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L003_R2_001.fastq
s04	NA	NA	NA	4	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L004_R2_001.fastq
s05	NA	NA	NA	5	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/Blanco_AGTCAA_L005_R2_001.fastq
s06	NA	NA	NA	6	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L001_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L001_R2_001.fastq
s07	NA	NA	NA	7	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L002_R2_001.fastq
s08	NA	NA	NA	8	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L003_R2_001.fastq
s09	NA	NA	NA	9	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L004_R2_001.fastq
s10	NA	NA	NA	10	m1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150505_D00635_0052_BC6FM7ANXX/Project_Springer_Project_030/BL_W22_BC1_CGATGT_L005_R2_001.fastq
