SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
BC4	leaf	B73	cold	1	m1	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BC_4_S1_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BC_4_S1_R2_001.fastq.gz
BH5	leaf	B73	heat	1	m2	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BH_5_S2_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BH_5_S2_R2_001.fastq.gz
BN4	leaf	B73	control	1	m3	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BN_4_S3_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BN_4_S3_R2_001.fastq.gz
BN5	leaf	B73	control	2	m3	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BN_5_S4_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/BN_5_S4_R2_001.fastq.gz
MN4	leaf	Mo17	control	1	m4	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/MN_4_S5_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/MN_4_S5_R2_001.fastq.gz
MN5	leaf	Mo17	control	2	m4	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/MN_5_S6_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/MN_5_S6_R2_001.fastq.gz
ON4	leaf	Oh43	control	1	m5	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/ON_4_S7_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/ON_4_S7_R2_001.fastq.gz
ON5	leaf	Oh43	control	2	m5	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/ON_5_S8_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/ON_5_S8_R2_001.fastq.gz
WN4	leaf	W22	control	1	m6	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/WN_4_S9_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/WN_4_S9_R2_001.fastq.gz
WN5	leaf	W22	control	2	m6	TRUE	FALSE		/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/WN_5_S10_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200107_A00223_0298_AHJT37DSXX/Springer_Project_070/WN_5_S10_R2_001.fastq.gz
