SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s01	Above	bZIP76-m1	EM601	2	m01	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf1_S48_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf1_S48_R2_001.fastq.gz
s02	Below	bZIP76-m1	EM601	1	m02	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf2_S49_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf2_S49_R2_001.fastq.gz
s03	Below	bZIP76-m1	EM649	3	m03	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf3_S50_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf3_S50_R2_001.fastq.gz
s04	Above	C3H42-m1	EM604	2	m04	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf4_S51_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf4_S51_R2_001.fastq.gz
s05	Below	C3H42-m1	EM604	1	m05	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf5_S52_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf5_S52_R2_001.fastq.gz
s06	Above	BAF60.21-m1	EM596	3	m06	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf6_S53_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf6_S53_R2_001.fastq.gz
s07	Above	BAF60.21-m2	EM597	3	m07	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf7_S54_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf7_S54_R2_001.fastq.gz
s08	Below	BAF60.21-m2	EM597	1	m08	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf8_S55_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf8_S55_R2_001.fastq.gz
s09	Below	BAF60.21-m2	EM597	2	m08	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf9_S56_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf9_S56_R2_001.fastq.gz
s10	Below	BAF60.21-m1	EM596	1	m09	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf10_S57_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf10_S57_R2_001.fastq.gz
s11	Below	BAF60.21-m1	EM596	2	m09	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf11_S58_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf11_S58_R2_001.fastq.gz
s12	Below	C3H42-m1	EM652	3	m10	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf12_S59_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf12_S59_R2_001.fastq.gz
s13	Below	W22	EM642	3	m11	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf13_S60_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf13_S60_R2_001.fastq.gz
s14	Above	W22	EM608	2	m12	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf14_S61_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf14_S61_R2_001.fastq.gz
s15	Below	W22	EM608	1	m13	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf15_S62_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf15_S62_R2_001.fastq.gz
s16	Below	BSD10-m1	EM599	1	m14	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf16_S63_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf16_S63_R2_001.fastq.gz
s17	Below	BSD10-m1	EM647	3	m15	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf17_S64_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf17_S64_R2_001.fastq.gz
s18	Above	BSD10-m1	EM599	2	m16	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf18_S65_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf18_S65_R2_001.fastq.gz
