SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s01	leaf	B73	Cold	1	m01	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC1_S1_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC1_S1_R2_001.fastq.gz
s02	leaf	B73	Cold	2	m01	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC2_S2_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC2_S2_R2_001.fastq.gz
s03	leaf	B73	Cold	3	m01	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC3_S3_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC3_S3_R2_001.fastq.gz
s04	leaf	B73	Cold	4	m01	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC4_S4_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC4_S4_R2_001.fastq.gz
s05	leaf	B73	Cold	5	m01	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC5_S5_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BC5_S5_R2_001.fastq.gz
s06	leaf	B73	Heat	1	m02	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH1_S6_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH1_S6_R2_001.fastq.gz
s07	leaf	B73	Heat	2	m02	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH2_S7_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH2_S7_R2_001.fastq.gz
s08	leaf	B73	Heat	3	m02	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH3_S8_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH3_S8_R2_001.fastq.gz
s09	leaf	B73	Heat	4	m02	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH4_S9_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH4_S9_R2_001.fastq.gz
s10	leaf	B73	Heat	5	m02	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH5_S10_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200331_A00223_0350_BHHTKTDRXX/Springer_Project_071//BH5_S10_R2_001.fastq.gz
