SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s001	seedling_leaf3	JRB2		1	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRB2_NoIndex_L001_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRB2_NoIndex_L001_R2_001.fastq
s002	seedling_leaf3	JRC3		1	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L004_R2_001.fastq
s003	seedling_leaf3	JRC3		2	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L005_R2_001.fastq
s004	seedling_leaf3	JRC3		3	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L006_R2_001.fastq
s005	seedling_leaf3	JRC3		4	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L007_R2_001.fastq
s006	seedling_leaf3	JRC3		5	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L008_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRC3_GTGAAA_L008_R2_001.fastq
s007	seedling_leaf3	JRD3		1	m03	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRD3_NoIndex_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRD3_NoIndex_L002_R2_001.fastq
s008	seedling_leaf3	JRF1		1	m04	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRF1_NoIndex_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRF1_NoIndex_L003_R2_001.fastq
s009	seedling_leaf3	JRH1		1	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L004_R2_001.fastq
s010	seedling_leaf3	JRH1		2	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L005_R2_001.fastq
s011	seedling_leaf3	JRH1		3	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L006_R2_001.fastq
s012	seedling_leaf3	JRH1		4	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L007_R2_001.fastq
s013	seedling_leaf3	JRH1		5	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L008_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH1_CGATGT_L008_R2_001.fastq
s014	seedling_leaf3	JRH2		1	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L004_R2_001.fastq
s015	seedling_leaf3	JRH2		2	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L005_R2_001.fastq
s016	seedling_leaf3	JRH2		3	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L006_R2_001.fastq
s017	seedling_leaf3	JRH2		4	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L007_R2_001.fastq
s018	seedling_leaf3	JRH2		5	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L008_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141219_SN261_0584_BC635YACXX/Project_Springer_Project_029/JRH2_ATGTCA_L008_R2_001.fastq
