SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s01			""	1	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf1_S48_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf1_S48_R2_001.fastq.gz
s02			""	2	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf2_S49_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf2_S49_R2_001.fastq.gz
s03			""	3	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf3_S50_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf3_S50_R2_001.fastq.gz
s04			""	4	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf4_S51_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf4_S51_R2_001.fastq.gz
s05			""	5	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf5_S52_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf5_S52_R2_001.fastq.gz
s06			""	6	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf6_S53_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf6_S53_R2_001.fastq.gz
s07			""	7	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf7_S54_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf7_S54_R2_001.fastq.gz
s08			""	8	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf8_S55_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf8_S55_R2_001.fastq.gz
s09			""	9	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf9_S56_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf9_S56_R2_001.fastq.gz
s10			""	10	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf10_S57_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf10_S57_R2_001.fastq.gz
s11			""	11	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf11_S58_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf11_S58_R2_001.fastq.gz
s12			""	12	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf12_S59_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf12_S59_R2_001.fastq.gz
s13			""	13	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf13_S60_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf13_S60_R2_001.fastq.gz
s14			""	14	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf14_S61_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf14_S61_R2_001.fastq.gz
s15			""	15	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf15_S62_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf15_S62_R2_001.fastq.gz
s16			""	16	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf16_S63_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf16_S63_R2_001.fastq.gz
s17			""	17	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf17_S64_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf17_S64_R2_001.fastq.gz
s18			""	18	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf18_S65_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf18_S65_R2_001.fastq.gz
s19			""	19	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf19_S66_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf19_S66_R2_001.fastq.gz
s20			""	20	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf20_S67_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf20_S67_R2_001.fastq.gz
s21			""	21	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf21_S68_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf21_S68_R2_001.fastq.gz
s22			""	22	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf22_S69_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf22_S69_R2_001.fastq.gz
s23			""	23	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf23_S70_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf23_S70_R2_001.fastq.gz
s24			""	24	m1	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf24_S71_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200401_A00223_0352_AH75N7DSXY/Springer_Project_073/tf24_S71_R2_001.fastq.gz
