SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
BR001	blade_leaf	B73	v12	1	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index2_S2_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index2_S2_R2_001.fastq
BR002	blade_leaf	B73	v12	2	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index1_S1_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index1_S1_R2_001.fastq
BR003	blade_leaf	B73	v12	3	m01	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index4_S4_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index4_S4_R2_001.fastq
BR004	blade_leaf	Mo17	v12	1	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index3_S3_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index3_S3_R2_001.fastq
BR005	blade_leaf	Mo17	v12	2	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index5_S5_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index5_S5_R2_001.fastq
BR006	blade_leaf	Mo17	v12	3	m02	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index8_S8_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index8_S8_R2_001.fastq
BR007	blade_leaf	B73xMo17	v12	1	m03	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index6_S6_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index6_S6_R2_001.fastq
BR008	blade_leaf	B73xMo17	v12	2	m03	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index9_S9_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index9_S9_R2_001.fastq
BR009	blade_leaf	B73xMo17	v12	3	m03	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index7_S7_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index7_S7_R2_001.fastq
BR010	auricle	B73	v12	1	m04	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index10_S10_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index10_S10_R2_001.fastq
BR011	auricle	B73	v12	2	m04	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index12_S12_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index12_S12_R2_001.fastq
BR012	auricle	B73	v12	3	m04	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index11_S11_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index11_S11_R2_001.fastq
BR013	auricle	Mo17	v12	1	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index13_S13_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index13_S13_R2_001.fastq
BR014	auricle	Mo17	v12	2	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index20_S16_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index20_S16_R2_001.fastq
BR015	auricle	Mo17	v12	3	m05	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index14_S14_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index14_S14_R2_001.fastq
BR016	auricle	B73xMo17	v12	1	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index21_S17_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index21_S17_R2_001.fastq
BR017	auricle	B73xMo17	v12	2	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index15_S15_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index15_S15_R2_001.fastq
BR018	auricle	B73xMo17	v12	3	m06	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index22_S18_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool1_18_Index22_S18_R2_001.fastq
BR019	sheath	B73	v12	1	m07	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index2_S20_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index2_S20_R2_001.fastq
BR020	sheath	B73	v12	2	m07	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index1_S19_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index1_S19_R2_001.fastq
BR021	sheath	B73	v12	3	m07	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index4_S22_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index4_S22_R2_001.fastq
BR022	sheath	Mo17	v12	1	m08	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index3_S21_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index3_S21_R2_001.fastq
BR023	sheath	Mo17	v12	2	m08	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index5_S23_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index5_S23_R2_001.fastq
BR024	sheath	Mo17	v12	3	m08	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index8_S26_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index8_S26_R2_001.fastq
BR025	sheath	B73xMo17	v12	1	m09	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index6_S24_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index6_S24_R2_001.fastq
BR026	sheath	B73xMo17	v12	2	m09	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index9_S27_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index9_S27_R2_001.fastq
BR027	sheath	B73xMo17	v12	3	m09	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index7_S25_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index7_S25_R2_001.fastq
BR028	internode	B73	v12	1	m10	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index10_S28_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index10_S28_R2_001.fastq
BR029	internode	Mo17	v12	1	m11	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index20_S34_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index20_S34_R2_001.fastq
BR030	internode	B73	v12	2	m10	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index11_S29_R1_001.fastq	/home/springer/data_release/umgc/hiseq/170127_D00635_0197_ACAC47ANXX/Springer_Project_052_Run1_Redemux/briggs_pool2_18_index11_S29_R2_001.fastq
