SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR5691162	Endosperm	Q381xQ381		1	m001	FALSE	6213165	51
SRR5691164	Endosperm	B84xB84		1	m002	FALSE	6400635	51
SRR5691211	Seedling-root	Oh43		1	m003	FALSE	6699799	51
SRR5691212	Seedling-root	PHG29		1	m004	FALSE	7477620	51
SRR5691217	Seedling-root	PHB47		1	m005	FALSE	8454564	51
SRR5691218	Seedling-root	PH207		1	m006	FALSE	9236856	51
SRR5691220	Endosperm	PHG29xPHG29		1	m007	FALSE	7425549	51
SRR5691226	Endosperm	PHB47xPHB47		1	m008	FALSE	6483201	51
SRR5691252	Internode	PHG29		1	m009	FALSE	7877865	51
SRR5691254	Internode	PH207		1	m010	FALSE	7702330	51
SRR5691255	Internode	PHB47		1	m011	FALSE	9088852	51
SRR5691256	Internode	Oh43		1	m012	FALSE	7926604	51
SRR5691262	Internode	Q381		1	m013	FALSE	7544808	51
SRR5691264	Leaf	B73		1	m014	FALSE	5269920	51
SRR5691265	Endosperm	PHJ40xPHJ40		1	m015	FALSE	3310023	51
SRR5691272	Endosperm	Oh43xOh43		1	m016	FALSE	6241682	51
SRR5691273	Endosperm	PH207xPH207		1	m017	FALSE	4690398	51
SRR5691274	Endosperm	B73xB73		1	m018	FALSE	5632916	51
SRR5691276	Internode	Mo17		1	m019	FALSE	2612081	51
SRR5691284	Leaf	Mo17		1	m020	FALSE	5040283	51
SRR5691286	Seedling-shoot	B73		1	m021	FALSE	7897091	51
SRR5691297	Internode	B84		1	m022	FALSE	6477277	51
SRR5691307	Internode	PHJ40		1	m023	FALSE	8614198	51
SRR5691310	Seedling-shoot	Mo17		1	m024	FALSE	5754577	51
SRR5691326	Seedling-root	Mo17		1	m025	FALSE	7647505	51
SRR5691342	Seedling-root	PHJ40		1	m026	FALSE	7398035	51
SRR5691353	Seedling-shoot	PHG29		1	m027	FALSE	5883240	51
SRR5691356	Seedling-shoot	Oh43		1	m028	FALSE	5448320	51
SRR5691359	Seedling-shoot	PHB47		1	m029	FALSE	4644439	51
SRR5691360	Seedling-shoot	PH207		1	m030	FALSE	5291170	51
SRR5691377	Seedling-root	Q381		1	m031	FALSE	2463726	51
SRR5691389	Seedling-root	B73		1	m032	FALSE	6990854	51
SRR5691392	Seedling-shoot	Q381		1	m033	FALSE	6809186	51
SRR5691433	Seedling-shoot	PHJ40		1	m034	FALSE	6862830	51
SRR5691444	Endosperm	Mo17xMo17		1	m035	FALSE	7404093	51
SRR5691453	Leaf	PHG29		1	m036	FALSE	6183530	51
SRR5691460	Leaf	Q381		1	m037	FALSE	4696911	51
SRR5691475	Internode	B73		1	m038	FALSE	7765723	51
SRR5691483	Leaf	PH207		1	m039	FALSE	6648198	51
SRR5691484	Leaf	PHB47		1	m040	FALSE	5344709	51
SRR5691485	Leaf	Oh43		1	m041	FALSE	4053957	51
SRR5691488	Seedling-shoot	B84		1	m042	FALSE	6813202	51
SRR5691490	Leaf	B84		1	m043	FALSE	5184439	51
SRR8043056	Seedling-root	PHB47xB73		1	m044	FALSE	5615124	51
SRR8043058	Seedling-root	PHG29xB73		1	m045	FALSE	5412796	51
SRR8043062	Endosperm	B73xPH207		1	m046	FALSE	4208198	51
SRR8043063	Seedling-shoot	Q381xB73		1	m047	FALSE	6018731	51
SRR8043067	Leaf	B84xMo17		1	m048	FALSE	5407900	51
SRR8043068	Seedling-shoot	PH207xB73		1	m049	FALSE	4483401	51
SRR8043069	Seedling-shoot	Oh43xB73		1	m050	FALSE	4509931	51
SRR8043070	Internode	Mo17xOh43		1	m051	FALSE	5745699	51
SRR8043071	Seedling-shoot	PHB47xB73		1	m052	FALSE	3258120	51
SRR8043073	Endosperm	PHJ40xPH207		1	m053	FALSE	6952685	51
SRR8043078	Internode	Mo17xB73		1	m054	FALSE	5863545	51
SRR8043081	Internode	LH145xB73		1	m055	FALSE	7059614	51
SRR8043086	Internode	PHB47xB73		1	m056	FALSE	5779596	51
SRR8043087	Internode	Oh43xB73		1	m057	FALSE	6264211	51
SRR8043107	Seedling-shoot	PHJ40xB73		1	m058	FALSE	5916488	51
SRR8043122	Internode	PHB47xMo17		1	m059	FALSE	6207836	51
SRR8043147	Endosperm	PHG29xMo17		1	m060	FALSE	5107703	51
SRR8043148	Endosperm	PHG29xB73		1	m061	FALSE	6845118	51
SRR8043151	Endosperm	PHG29xPH207		1	m062	FALSE	18035784	51
SRR8043166	Endosperm	Oh43xB73		1	m063	FALSE	4130657	51
SRR8043170	Seedling-root	PHB47xMo17		1	m064	FALSE	4862774	51
SRR8043174	Endosperm	B84xB73		1	m065	FALSE	4977167	51
SRR8043175	Endosperm	Q381xPH207		1	m066	FALSE	5559886	51
SRR8043176	Leaf	Mo17xPHG29		1	m067	FALSE	5420672	51
SRR8043181	Internode	Mo17xPHG29		1	m068	FALSE	5865807	51
SRR8043185	Leaf	Q381xB73		1	m069	FALSE	6909937	51
SRR8043191	Endosperm	Oh43xMo17		1	m070	FALSE	4873591	51
SRR8043202	Internode	Mo17xPH207		1	m071	FALSE	6692889	51
SRR8043205	Endosperm	Q381xB73		1	m072	FALSE	6136062	51
SRR8043206	Seedling-root	B84xMo17		1	m073	FALSE	7752635	51
SRR8043226	Seedling-shoot	PHG29xB73		1	m074	FALSE	3555971	51
SRR8043230	Seedling-shoot	PHJ40xMo17		1	m075	FALSE	4445982	51
SRR8043231	Internode	PH207xB73		1	m076	FALSE	6714061	51
SRR8043236	Seedling-shoot	B84xB73		1	m077	FALSE	4187885	51
SRR8043240	Seedling-shoot	LH145xB73		1	m078	FALSE	4726576	51
SRR8043265	Leaf	PHG29xB73		1	m079	FALSE	4010947	51
SRR8043286	Seedling-root	B84xB73		1	m080	FALSE	6316172	51
SRR8043290	Leaf	PHJ40xB73		1	m081	FALSE	5862002	51
SRR8043291	Leaf	PHJ40xMo17		1	m082	FALSE	6657030	51
SRR8043306	Seedling-shoot	B84xMo17		1	m083	FALSE	3635191	51
SRR8043315	Seedling-shoot	PHB47xMo17		1	m084	FALSE	6496489	51
SRR8043323	Endosperm	Oh43xPH207		1	m085	FALSE	6871786	51
SRR8043325	Endosperm	PH207xB73		1	m086	FALSE	5337575	51
SRR8043326	Endosperm	PHB47xPH207		1	m087	FALSE	7165905	51
SRR8043327	Endosperm	PHB47xMo17		1	m088	FALSE	4020336	51
SRR8043329	Endosperm	Mo17xPH207		1	m089	FALSE	3531759	51
SRR8043331	Internode	PHJ40xB73		1	m090	FALSE	5038146	51
SRR8043332	Internode	Q381xB73		1	m091	FALSE	5548649	51
SRR8043336	Internode	PHG29xB73		1	m092	FALSE	6355005	51
SRR8043345	Internode	PHJ40xMo17		1	m093	FALSE	5336231	51
SRR8043347	Endosperm	LH145xB73		1	m094	FALSE	3777702	51
SRR8043361	Leaf	PHB47xMo17		1	m095	FALSE	6609292	51
SRR8043362	Leaf	PHB47xB73		1	m096	FALSE	5514061	51
SRR8043363	Leaf	PH207xB73		1	m097	FALSE	839801	51
SRR8043365	Seedling-root	Oh43xB73		1	m098	FALSE	3883180	51
SRR8043366	Seedling-root	PHJ40xB73		1	m099	FALSE	6123280	51
SRR8043367	Leaf	Oh43xB73		1	m100	FALSE	5469056	51
SRR8043372	Endosperm	PHJ40xB73		1	m101	FALSE	4139283	51
SRR8043373	Endosperm	PHJ40xMo17		1	m102	FALSE	4619482	51
SRR8043381	Endosperm	Mo17xB73		1	m103	FALSE	5203009	51
SRR8043389	Seedling-root	Mo17xPHG29		1	m104	FALSE	2756375	51
SRR8043390	Seedling-root	Mo17xPH207		1	m105	FALSE	7103127	51
SRR8043394	Seedling-root	Mo17xOh43		1	m106	FALSE	7005566	51
SRR8043411	Seedling-shoot	Mo17xPH207		1	m107	FALSE	5679441	51
SRR8043412	Seedling-shoot	Mo17xB73		1	m108	FALSE	4130169	51
SRR8043433	Endosperm	PH207xMo17		1	m109	FALSE	5691171	51
SRR8043435	Leaf	B84xB73		1	m110	FALSE	4654585	51
SRR8043440	Seedling-root	Mo17xB73		1	m111	FALSE	5728298	51
SRR8043451	Seedling-root	LH145xB73		1	m112	FALSE	3679150	51
SRR8043462	Endosperm	B84xPH207		1	m113	FALSE	5308491	51
SRR8043467	Endosperm	B84xMo17		1	m114	FALSE	3994955	51
SRR8043493	Endosperm	B73xMo17		1	m115	FALSE	3729273	51
SRR8043548	Seedling-root	Q381xB73		1	m116	FALSE	4383398	51
SRR8043560	Seedling-shoot	Mo17xPHG29		1	m117	FALSE	6286187	51
SRR8043561	Seedling-shoot	Mo17xOh43		1	m118	FALSE	8534807	51
SRR8043573	Leaf	LH145xB73		1	m119	FALSE	867116	51
SRR8043576	Leaf	Mo17xOh43		1	m120	FALSE	8028582	51
SRR8043577	Leaf	Mo17xPH207		1	m121	FALSE	6186301	51
SRR8043604	Internode	B84xB73		1	m122	FALSE	5287100	51
SRR8043609	Internode	B84xMo17		1	m123	FALSE	5026687	51
SRR8043611	Seedling-root	PHJ40xMo17		1	m124	FALSE	4450667	51
SRR8043619	Seedling-root	PH207xB73		1	m125	FALSE	4810145	51
