SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
s01				1	TRUE	10153544	252
s02				2	TRUE	11361656	252
s03				3	TRUE	6601615	252
s04				4	TRUE	5909238	252
s05				5	TRUE	7658894	252
s06				6	TRUE	6900276	252
s07				7	TRUE	7168439	252
s08				8	TRUE	6250108	252
s09				9	TRUE	6219527	252
s10				10	TRUE	6440614	252
s11				11	TRUE	6008558	252
s12				12	TRUE	6131368	252
s13				13	TRUE	7540135	252
s14				14	TRUE	7941481	252
s15				15	TRUE	7136673	252
s16				16	TRUE	9344024	252
s17				17	TRUE	8201664	252
s18				18	TRUE	6965496	252
s19				19	TRUE	6700609	252
s20				20	TRUE	8458178	252
s21				21	TRUE	7558636	252
s22				22	TRUE	8343528	252
s23				23	TRUE	7597574	252
s24				24	TRUE	5168738	252
s25				25	TRUE	8203495	252
s26				26	TRUE	7265713	252
s27				27	TRUE	7348588	252
s28				28	TRUE	7775038	252
s29				29	TRUE	8578038	252
s30				30	TRUE	5085937	252
s31				31	TRUE	6421930	252
s32				32	TRUE	6571479	252
s33				33	TRUE	6207370	252
s34				34	TRUE	6300110	252
s35				35	TRUE	5359632	252
s36				36	TRUE	8872859	252
s37				37	TRUE	6519419	252
s38				38	TRUE	8375474	252
s39				39	TRUE	7377343	252
s40				40	TRUE	5554437	252
s41				41	TRUE	5518669	252
s42				42	TRUE	7011657	252
s43				43	TRUE	6867524	252
s44				44	TRUE	8263211	252
s45				45	TRUE	4867466	252
s46				46	TRUE	8357418	252
