SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
s001	seedling_leaf3	JRB2		1	TRUE	211833179	202
s002	seedling_leaf3	JRC3		1	TRUE	38474536	202
s003	seedling_leaf3	JRC3		2	TRUE	38446474	202
s004	seedling_leaf3	JRC3		3	TRUE	38631953	202
s005	seedling_leaf3	JRC3		4	TRUE	38948530	202
s006	seedling_leaf3	JRC3		5	TRUE	39159049	202
s007	seedling_leaf3	JRD3		1	TRUE	199217278	202
s008	seedling_leaf3	JRF1		1	TRUE	219687396	202
s009	seedling_leaf3	JRH1		1	TRUE	39200788	202
s010	seedling_leaf3	JRH1		2	TRUE	39326585	202
s011	seedling_leaf3	JRH1		3	TRUE	39444743	202
s012	seedling_leaf3	JRH1		4	TRUE	39750954	202
s013	seedling_leaf3	JRH1		5	TRUE	40010035	202
s014	seedling_leaf3	JRH2		1	TRUE	36871876	202
s015	seedling_leaf3	JRH2		2	TRUE	36908364	202
s016	seedling_leaf3	JRH2		3	TRUE	37042142	202
s017	seedling_leaf3	JRH2		4	TRUE	37382440	202
s018	seedling_leaf3	JRH2		5	TRUE	37580983	202
s019	seedling_leaf3	TEO11		1	TRUE	39256155	202
s020	seedling_leaf3	TEO11		2	TRUE	39337021	202
s021	seedling_leaf3	TEO11		3	TRUE	39433167	202
s022	seedling_leaf3	TEO11		4	TRUE	39761544	202
s023	seedling_leaf3	TEO11		5	TRUE	39959291	202
s024	seedling_leaf3	TEO1		1	TRUE	41218712	202
s025	seedling_leaf3	TEO1		2	TRUE	41219582	202
s026	seedling_leaf3	TEO1		3	TRUE	41477840	202
s027	seedling_leaf3	TEO1		4	TRUE	41752728	202
s028	seedling_leaf3	TEO1		5	TRUE	41981586	202
s029	seedling_leaf3	A632		1	TRUE	20658525	202
s030	seedling_leaf3	A632		2	TRUE	20206664	202
s031	seedling_leaf3	A632		3	TRUE	19992275	202
s032	seedling_leaf3	A632		4	TRUE	19988547	202
s033	seedling_leaf3	A632		5	TRUE	20049107	202
s034	seedling_leaf3	A632		6	TRUE	20056529	202
s035	seedling_leaf3	A632		7	TRUE	20078213	202
s036	seedling_leaf3	A632		8	TRUE	20489616	202
s037	seedling_leaf3	B37		1	TRUE	20868936	202
s038	seedling_leaf3	B37		2	TRUE	20335711	202
s039	seedling_leaf3	B37		3	TRUE	20050204	202
