SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR1515288	seedling_v2	GH001		1	m001	FALSE	12313600	101
SRR1515289	seedling_v2	GH002		1	m002	FALSE	11311539	101
SRR1515290	seedling_v2	GH003		1	m003	FALSE	14297021	101
SRR1515291	seedling_v2	GH004		1	m004	FALSE	26207543	100
SRR1515292	seedling_v2	GH005		1	m005	FALSE	16844308	101
SRR1515293	seedling_v2	GH006		1	m006	FALSE	29864009	100
SRR1515294	seedling_v2	GH008		1	m007	FALSE	29802836	100
SRR1515295	seedling_v2	GH010		1	m008	FALSE	27536892	100
SRR1515296	seedling_v2	GH012		1	m009	FALSE	34158082	100
SRR1515297	seedling_v2	GH013		1	m010	FALSE	13647667	101
SRR1515298	seedling_v2	GH014		1	m011	FALSE	14011386	101
SRR1515300	seedling_v2	GH016		1	m012	FALSE	14669347	101
SRR1515301	seedling_v2	GH017		1	m013	FALSE	10976218	101
SRR1515302	seedling_v2	GH018		1	m014	FALSE	13593167	101
SRR1515304	seedling_v2	GH020		1	m015	FALSE	13269249	100
SRR1515305	seedling_v2	GH021		1	m016	FALSE	15885904	101
SRR1515306	seedling_v2	GH022		1	m017	FALSE	17866425	101
SRR1515307	seedling_v2	GH024		1	m018	FALSE	17306017	101
SRR1515308	seedling_v2	GH027		1	m019	FALSE	9867979	101
SRR1515309	seedling_v2	GH028		1	m020	FALSE	26204657	100
SRR1515310	seedling_v2	GH030		1	m021	FALSE	17761793	101
SRR1515311	seedling_v2	GH032		1	m022	FALSE	16073294	101
SRR1515312	seedling_v2	GH033		1	m023	FALSE	17054593	100
SRR1515313	seedling_v2	GH034		1	m024	FALSE	28215946	100
SRR1515314	seedling_v2	GH035		1	m025	FALSE	15941761	101
SRR1515315	seedling_v2	GH036		1	m026	FALSE	22181757	101
SRR1515316	seedling_v2	GH037		1	m027	FALSE	36283671	100
SRR1515317	seedling_v2	GH038		1	m028	FALSE	34664732	100
SRR1515318	seedling_v2	GH039		1	m029	FALSE	16376631	101
SRR1515319	seedling_v2	GH040		1	m030	FALSE	24072541	100
SRR1515321	seedling_v2	GH043		1	m031	FALSE	25075734	100
SRR1515322	seedling_v2	GH046		1	m032	FALSE	30419940	100
SRR1515323	seedling_v2	GH048		1	m033	FALSE	19424613	100
SRR1515324	seedling_v2	GH050		1	m034	FALSE	26993321	100
SRR1515325	seedling_v2	GH051		1	m035	FALSE	20386832	100
