SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR9016265	seedling		RNAPII	2	m1	TRUE	22736990	296
SRR9016266	seedling		H3K27ac	1	m2	TRUE	16678024	291
SRR9016267	seedling		H3K4me1	1	m3	TRUE	20428857	300
SRR9016268	seedling		RNAPII	1	m1	TRUE	20487481	300
SRR9016269	seedling		H3K27me3	1	m4	TRUE	29150838	300
SRR9016270	seedling		H3K4me3	1	m5	TRUE	14271569	300
SRR9016273	seedling		input	1	m6	TRUE	9670542	300
SRR9016279	seedling		H3K27ac	2	m2	TRUE	29401145	298
SRR9016280	seedling		H3K27me3	2	m4	TRUE	27287409	296
SRR9016281	seedling		H3K4me3	2	m5	TRUE	23292661	298
SRR9016282	seedling		H3K4me1	2	m3	TRUE	17264192	290
